k,Energy (eV)
0.0,-10.742187
0.02584,-10.755793
0.05167,-10.768038
0.07751,-10.780283
0.10335,-10.792528
0.12919,-10.804773
0.15503,-10.817019
0.18087,-10.827904
0.20671,-10.838788
0.23255,-10.849672
0.25839,-10.860558
0.28423,-10.870081
0.31007,-10.879605
0.33591,-10.887769
0.36175,-10.895932
0.38759,-10.904096
0.41343,-10.910899
0.43927,-10.917702
0.46511,-10.924504
0.49095,-10.929947
0.51678,-10.93539
0.54262,-10.940831
0.56846,-10.944914
0.5943,-10.948996
0.62014,-10.951716
0.64598,-10.954437
0.67182,-10.955797
0.69766,-10.957158
0.7235,-10.958519
0.74934,-10.958519
,
,
0.0,-10.742187
0.02584,-10.728581
0.05167,-10.714975
0.07751,-10.701369
0.10335,-10.687763
0.12919,-10.674158
0.15503,-10.664634
0.18087,-10.663273
0.20671,-10.660552
0.23255,-10.65647
0.25839,-10.653749
0.28423,-10.649668
0.31007,-10.645586
0.33591,-10.641504
0.36175,-10.636062
0.38759,-10.630619
0.41343,-10.625176
0.43927,-10.619735
0.46511,-10.614292
0.49095,-10.60885
0.51678,-10.602047
0.54262,-10.596605
0.56846,-10.591163
0.5943,-10.584359
0.62014,-10.578917
0.64598,-10.574835
0.67182,-10.569393
0.69766,-10.566672
0.7235,-10.563951
0.74934,-10.563951
,
,
0.0,-10.671437
0.02584,-10.671437
0.05167,-10.670076
0.07751,-10.670076
0.10335,-10.668715
0.12919,-10.667355
0.15503,-10.661912
0.18087,-10.659191
0.20671,-10.65647
0.23255,-10.652389
0.25839,-10.648307
0.28423,-10.644225
0.31007,-10.640143
0.33591,-10.634701
0.36175,-10.629258
0.38759,-10.623816
0.41343,-10.618374
0.43927,-10.612931
0.46511,-10.606129
0.49095,-10.599325
0.51678,-10.592524
0.54262,-10.58572
0.56846,-10.578917
0.5943,-10.570754
0.62014,-10.563951
0.64598,-10.557148
0.67182,-10.550344
0.69766,-10.544903
0.7235,-10.540821
0.74934,-10.539461
,
,
0.0,-10.671437
0.02584,-10.670076
0.05167,-10.670076
