k,Energy (eV)
0.0,-10.677423
0.0261,-10.685587
0.0522,-10.695111
0.0783,-10.704636
0.10441,-10.71416
0.13051,-10.722322
0.15661,-10.731847
0.18271,-10.74001
0.20882,-10.748174
0.23492,-10.757698
0.26102,-10.765862
0.28712,-10.772665
0.31322,-10.780828
0.33933,-10.787631
0.36543,-10.794434
0.39153,-10.801236
0.41763,-10.808039
0.44373,-10.813481
0.46984,-10.818924
0.49594,-10.824367
0.52204,-10.828448
0.54814,-10.832529
0.57425,-10.836612
0.60035,-10.839333
0.62645,-10.842053
0.65255,-10.844775
0.67865,-10.846136
0.70476,-10.847496
0.73086,-10.848857
0.75696,-10.848857
,
,
0.0,-10.677423
0.0261,-10.667899
0.0522,-10.658376
0.0783,-10.650212
0.10441,-10.640688
0.13051,-10.632524
0.15661,-10.624361
0.18271,-10.620279
0.20882,-10.620279
0.23492,-10.620279
0.26102,-10.620279
0.28712,-10.620279
0.31322,-10.620279
0.33933,-10.620279
0.36543,-10.620279
0.39153,-10.620279
0.41763,-10.620279
0.44373,-10.618918
0.46984,-10.618918
0.49594,-10.618918
0.52204,-10.618918
0.54814,-10.618918
0.57425,-10.617558
0.60035,-10.617558
0.62645,-10.617558
0.65255,-10.617558
0.67865,-10.617558
0.70476,-10.617558
0.73086,-10.617558
0.75696,-10.617558
,
,
0.0,-10.614837
0.0261,-10.616198
0.0522,-10.617558
0.0783,-10.617558
0.10441,-10.618918
0.13051,-10.618918
0.15661,-10.620279
0.18271,-10.616198
0.20882,-10.608034
0.23492,-10.601232
0.26102,-10.59715
0.28712,-10.594428
0.31322,-10.591707
0.33933,-10.590346
0.36543,-10.587626
0.39153,-10.584904
0.41763,-10.582184
0.44373,-10.579462
0.46984,-10.578101
0.49594,-10.57538
0.52204,-10.574019
0.54814,-10.571299
0.57425,-10.569938
0.60035,-10.568577
0.62645,-10.567217
0.65255,-10.565856
0.67865,-10.564495
0.70476,-10.564495
0.73086,-10.563135
0.75696,-10.563135
,
,
0.0,-10.614837
0.0261,-10.613476
0.0522,-10.612116
0.0783,-10.610756
0.10441,-10.609395
0.13051,-10.608034
0.15661,-10.605313
0.18271,-10.603952
0.20882,-10.601232
0.23492,-10.599871
0.26102,-10.594428
0.28712,-10.587626
0.31322,-10.580823
0.33933,-10.574019
0.36543,-10.568577
0.39153,-10.563135
0.41763,-10.557693
0.44373,-10.553611
0.46984,-10.549529
0.49594,-10.545447
0.52204,-10.541366
0.54814,-10.538645
0.57425,-10.535923
0.60035,-10.533202
0.62645,-10.531841
0.65255,-10.530481
0.67865,-10.52912
0.70476,-10.527761
0.73086,-10.527761
0.75696,-10.527761
,
,
0.0,-10.191697
0.0261,-10.191697
0.0522,-10.191697
0.0783,-10.190336
0.10441,-10.188975
0.13051,-10.186255
0.15661,-10.183533
0.18271,-10.180812
0.20882,-10.17673
0.23492,-10.172648
0.26102,-10.168567
0.28712,-10.163124
0.31322,-10.159042
0.33933,-10.1536
0.36543,-10.146798
0.39153,-10.139995
0.41763,-10.134552
0.44373,-10.126389
0.46984,-10.119586
0.49594,-10.112783
0.52204,-10.104619
0.54814,-10.097816
0.57425,-10.089653
0.60035,-10.08149
0.62645,-10.074686
0.65255,-10.067884
0.67865,-10.065163
0.70476,-10.066524
0.73086,-10.066524
0.75696,-10.067884
,
,
0.0,-10.191697
0.0261,-10.191697
0.0522,-10.191697
0.0783,-10.190336
0.10441,-10.188975
0.13051,-10.186255
0.15661,-10.183533
0.18271,-10.180812
0.20882,-10.17673
0.23492,-10.172648
0.26102,-10.168567
0.28712,-10.163124
0.31322,-10.159042
0.33933,-10.1536
0.36543,-10.146798
0.39153,-10.139995
0.41763,-10.134552
0.44373,-10.126389
0.46984,-10.119586
0.49594,-10.112783
0.52204,-10.104619
0.54814,-10.097816
0.57425,-10.089653
0.60035,-10.08149
0.62645,-10.074686
0.65255,-10.067884
0.67865,-10.062442
0.70476,-10.056999
0.73086,-10.056999
0.75696,-10.056999
,
,
0.0,-10.052917
0.0261,-10.054278
0.0522,-10.055638
0.0783,-10.056999
0.10441,-10.05836
0.13051,-10.059721
0.15661,-10.059721
0.18271,-10.059721
0.20882,-10.061081
0.23492,-10.061081
0.26102,-10.061081
0.28712,-10.061081
0.31322,-10.061081
0.33933,-10.061081
0.36543,-10.061081
0.39153,-10.059721
0.41763,-10.059721
0.44373,-10.059721
0.46984,-10.059721
0.49594,-10.05836
0.52204,-10.05836
0.54814,-10.05836
0.57425,-10.056999
0.60035,-10.059721
0.62645,-10.062442
0.65255,-10.063803
0.67865,-10.062442
0.70476,-10.056999
0.73086,-10.054278
0.75696,-10.052917
,
,
0.0,-10.052917
0.0261,-10.050196
0.0522,-10.047475
0.0783,-10.044754
0.10441,-10.042032
0.13051,-10.039312
0.15661,-10.035231
0.18271,-10.031148
0.20882,-10.027066
0.23492,-10.021624
0.26102,-10.016181
0.28712,-10.013461
0.31322,-10.017542
0.33933,-10.021624
0.36543,-10.025705
0.39153,-10.031148
0.41763,-10.035231
0.44373,-10.039312
0.46984,-10.043393
0.49594,-10.046114
0.52204,-10.050196
0.54814,-10.054278
0.57425,-10.056999
0.60035,-10.056999
0.62645,-10.056999
0.65255,-10.056999
0.67865,-10.056999
0.70476,-10.056999
0.73086,-10.054278
0.75696,-10.052917
,
,
0.0,-9.979446
0.0261,-9.982167
0.0522,-9.983528
0.0783,-9.986249
0.10441,-9.98897
0.13051,-9.991691
0.15661,-9.994412
0.18271,-9.998494
0.20882,-10.001215
0.23492,-10.005298
0.26102,-10.009379
0.28712,-10.0121
0.31322,-10.006658
0.33933,-9.999855
0.36543,-9.994412
0.39153,-9.98761
0.41763,-9.982167
0.44373,-9.975365
0.46984,-9.968561
0.49594,-9.96584
0.52204,-9.96584
0.54814,-9.964479
0.57425,-9.963119
0.60035,-9.961759
0.62645,-9.961759
0.65255,-9.960398
0.67865,-9.960398
0.70476,-9.960398
0.73086,-9.963119
0.75696,-9.964479
,
,
0.0,-9.979446
0.0261,-9.978086
0.0522,-9.976726
0.0783,-9.975365
0.10441,-9.975365
