k,Energy (eV)
0.0,-10.5664
0.02606,-10.577284
0.05211,-10.588169
0.07817,-10.599054
0.10422,-10.609938
0.13028,-10.620823
0.15634,-10.631707
0.18239,-10.641232
0.20845,-10.652117
0.2345,-10.66164
0.26056,-10.671165
0.28661,-10.679328
0.31267,-10.688851
0.33873,-10.697016
0.36478,-10.703818
0.39084,-10.711982
0.41689,-10.718784
0.44295,-10.725588
0.46901,-10.73103
0.49506,-10.737833
0.52112,-10.741914
0.54717,-10.747356
0.57323,-10.751439
0.59928,-10.75416
0.62534,-10.758242
0.6514,-10.759603
0.67745,-10.762323
0.70351,-10.763684
0.72956,-10.763684
0.75562,-10.765045
,
,
0.0,-10.5664
0.02606,-10.555515
0.05211,-10.544631
0.07817,-10.532385
0.10422,-10.521501
0.13028,-10.510616
0.15634,-10.501092
0.18239,-10.492929
0.20845,-10.492929
0.2345,-10.492929
0.26056,-10.492929
0.28661,-10.491569
0.31267,-10.491569
0.33873,-10.491569
0.36478,-10.490208
0.39084,-10.490208
0.41689,-10.488847
0.44295,-10.488847
0.46901,-10.487487
0.49506,-10.487487
0.52112,-10.486126
0.54717,-10.486126
0.57323,-10.484765
0.59928,-10.484765
0.62534,-10.483404
0.6514,-10.483404
0.67745,-10.483404
0.70351,-10.483404
0.72956,-10.483404
0.75562,-10.483404
,
,
0.0,-10.488847
0.02606,-10.488847
0.05211,-10.490208
0.07817,-10.491569
0.10422,-10.491569
0.13028,-10.492929
0.15634,-10.492929
0.18239,-10.490208
0.20845,-10.480683
0.2345,-10.471159
0.26056,-10.465717
0.28661,-10.462996
0.31267,-10.460275
0.33873,-10.456193
0.36478,-10.453471
0.39084,-10.449389
0.41689,-10.446669
0.44295,-10.442587
0.46901,-10.439866
0.49506,-10.437145
0.52112,-10.434423
0.54717,-10.431703
0.57323,-10.428982
0.59928,-10.42626
0.62534,-10.424899
0.6514,-10.422178
0.67745,-10.420817
0.70351,-10.420817
0.72956,-10.419456
0.75562,-10.419456
,
,
0.0,-10.488847
0.02606,-10.487487
0.05211,-10.484765
0.07817,-10.483404
0.10422,-10.482044
0.13028,-10.479322
0.15634,-10.476602
0.18239,-10.47388
0.20845,-10.471159
0.2345,-10.468438
0.26056,-10.461636
0.28661,-10.452111
0.31267,-10.443947
0.33873,-10.435784
0.36478,-10.427621
0.39084,-10.420817
0.41689,-10.414015
0.44295,-10.408573
0.46901,-10.403131
0.49506,-10.397688
0.52112,-10.392245
0.54717,-10.388164
0.57323,-10.385443
0.59928,-10.382722
0.62534,-10.380001
0.6514,-10.377279
0.67745,-10.375918
0.70351,-10.374558
0.72956,-10.374558
0.75562,-10.374558
,
,
0.0,-10.186798
0.02606,-10.186798
0.05211,-10.186798
0.07817,-10.185437
0.10422,-10.184077
0.13028,-10.181355
0.15634,-10.178635
0.18239,-10.175913
0.20845,-10.171831
0.2345,-10.16775
0.26056,-10.163669
0.28661,-10.158226
0.31267,-10.152783
0.33873,-10.147341
0.36478,-10.141899
0.39084,-10.135097
0.41689,-10.128293
0.44295,-10.12149
0.46901,-10.114687
0.49506,-10.106524
0.52112,-10.09836
0.54717,-10.090197
0.57323,-10.083394
0.59928,-10.075231
0.62534,-10.067067
0.6514,-10.058904
0.67745,-10.052101
0.70351,-10.046659
0.72956,-10.042577
0.75562,-10.041216
,
,
0.0,-10.186798
0.02606,-10.186798
0.05211,-10.186798
0.07817,-10.185437
0.10422,-10.184077
0.13028,-10.181355
0.15634,-10.178635
0.18239,-10.175913
0.20845,-10.171831
0.2345,-10.16775
0.26056,-10.163669
0.28661,-10.158226
0.31267,-10.152783
0.33873,-10.147341
0.36478,-10.141899
0.39084,-10.135097
0.41689,-10.128293
0.44295,-10.12149
0.46901,-10.114687
0.49506,-10.106524
0.52112,-10.09836
0.54717,-10.090197
0.57323,-10.083394
0.59928,-10.075231
0.62534,-10.067067
0.6514,-10.058904
0.67745,-10.052101
0.70351,-10.046659
0.72956,-10.042577
0.75562,-10.041216
,
,
0.0,-9.978629
0.02606,-9.978629
0.05211,-9.978629
0.07817,-9.977269
0.10422,-9.977269
0.13028,-9.975908
0.15634,-9.975908
0.18239,-9.974547
0.20845,-9.973187
0.2345,-9.973187
0.26056,-9.971827
0.28661,-9.970466
0.31267,-9.969106
0.33873,-9.969106
0.36478,-9.967745
0.39084,-9.966384
0.41689,-9.970466
0.44295,-9.974547
0.46901,-9.97999
0.49506,-9.984072
0.52112,-9.988153
0.54717,-9.992235
0.57323,-9.996317
0.59928,-9.999038
0.62534,-10.00312
0.6514,-10.00448
0.67745,-10.007201
0.70351,-10.008562
0.72956,-10.009922
0.75562,-10.009922
,
,
0.0,-9.978629
0.02606,-9.978629
0.05211,-9.978629
0.07817,-9.977269
0.10422,-9.977269
