k,Energy (eV)
0.0,-10.739875
0.02584,-10.753479
0.05168,-10.767086
0.07752,-10.779331
0.10335,-10.791575
0.12919,-10.803822
0.15503,-10.814706
0.18087,-10.826952
0.20671,-10.837836
0.23254,-10.848722
0.25838,-10.858245
0.28422,-10.867769
0.31006,-10.877294
0.33589,-10.885456
0.36173,-10.89498
0.38757,-10.901783
0.41341,-10.909946
0.43925,-10.91675
0.46508,-10.923553
0.49092,-10.928994
0.51676,-10.934438
0.5426,-10.938519
0.56844,-10.9426
0.59427,-10.946681
0.62011,-10.949403
0.64595,-10.952125
0.67179,-10.954846
0.69762,-10.956207
0.72346,-10.956207
0.7493,-10.957566
,
,
0.0,-10.739875
0.02584,-10.727629
0.05168,-10.714023
0.07752,-10.700418
0.10335,-10.686811
0.12919,-10.671845
0.15503,-10.663681
0.18087,-10.660961
0.20671,-10.658239
0.23254,-10.655518
0.25838,-10.651437
0.28422,-10.648715
0.31006,-10.643273
0.33589,-10.639192
0.36173,-10.635109
0.38757,-10.629667
0.41341,-10.624224
0.43925,-10.618782
0.46508,-10.61334
0.49092,-10.607898
0.51676,-10.601095
0.5426,-10.595652
0.56844,-10.58885
0.59427,-10.583408
0.62011,-10.577965
0.64595,-10.572523
0.67179,-10.56844
0.69762,-10.565719
0.72346,-10.562999
0.7493,-10.562999
,
,
0.0,-10.669124
0.02584,-10.669124
0.05168,-10.669124
0.07752,-10.667764
0.10335,-10.666403
0.12919,-10.665042
0.15503,-10.660961
0.18087,-10.658239
0.20671,-10.654157
0.23254,-10.651437
0.25838,-10.647354
0.28422,-10.643273
0.31006,-10.637831
0.33589,-10.633748
0.36173,-10.628306
0.38757,-10.622865
0.41341,-10.617421
0.43925,-10.61062
0.46508,-10.603817
0.49092,-10.597013
0.51676,-10.59021
0.5426,-10.583408
0.56844,-10.576604
0.59427,-10.569801
0.62011,-10.561638
0.64595,-10.554836
0.67179,-10.548032
0.69762,-10.54259
0.72346,-10.538507
0.7493,-10.537148
,
,
0.0,-10.669124
0.02584,-10.669124
0.05168,-10.667764
0.07752,-10.666403
0.10335,-10.665042
0.12919,-10.663681
0.15503,-10.658239
0.18087,-10.644633
0.20671,-10.631028
0.23254,-10.617421
0.25838,-10.603817
0.28422,-10.59021
0.31006,-10.576604
0.33589,-10.56436
0.36173,-10.552114
0.38757,-10.539868
0.41341,-10.528984
0.43925,-10.518099
0.46508,-10.508575
0.49092,-10.500412
0.51676,-10.493609
0.5426,-10.488166
0.56844,-10.484085
0.59427,-10.481363
0.62011,-10.480003
0.64595,-10.478642
0.67179,-10.478642
0.69762,-10.481363
0.72346,-10.485446
0.7493,-10.488166
,
,
0.0,-10.335782
