k,Energy (eV)
0.0,-10.712798
0.02584,-10.725043
0.05167,-10.738649
0.07751,-10.750895
0.10334,-10.76314
0.12918,-10.774025
0.15501,-10.786269
0.18085,-10.797154
0.20668,-10.808039
0.23252,-10.818924
0.25835,-10.828448
0.28419,-10.839333
0.31002,-10.847496
0.33586,-10.85702
0.36169,-10.865183
0.38753,-10.873347
0.41336,-10.88015
0.4392,-10.886952
0.46503,-10.893755
0.49087,-10.899198
0.5167,-10.90464
0.54254,-10.908722
0.56837,-10.912804
0.59421,-10.916885
0.62004,-10.919606
0.64588,-10.922328
0.67171,-10.925049
0.69755,-10.92641
0.72338,-10.92641
0.74922,-10.927771
,
,
0.0,-10.712798
0.02584,-10.699192
0.05167,-10.685587
0.07751,-10.671981
0.10334,-10.658376
0.12918,-10.644769
0.15501,-10.635245
0.18085,-10.633885
0.20668,-10.631164
0.23252,-10.627082
0.25835,-10.624361
0.28419,-10.620278
0.31002,-10.616197
0.33586,-10.612116
0.36169,-10.608034
0.38753,-10.602592
0.41336,-10.597149
0.4392,-10.591706
0.46503,-10.586265
0.49087,-10.580822
0.5167,-10.57538
0.54254,-10.568577
0.56837,-10.563134
0.59421,-10.557693
0.62004,-10.55225
0.64588,-10.548168
0.67171,-10.544086
0.69755,-10.540005
0.72338,-10.538644
0.74922,-10.537283
,
,
0.0,-10.640688
0.02584,-10.640688
0.05167,-10.640688
0.07751,-10.640688
0.10334,-10.639327
0.12918,-10.637967
0.15501,-10.632524
0.18085,-10.629803
0.20668,-10.627082
0.23252,-10.623
0.25835,-10.618918
0.28419,-10.614837
0.31002,-10.610755
0.33586,-10.605312
0.36169,-10.599871
0.38753,-10.594428
0.41336,-10.588985
0.4392,-10.582183
0.46503,-10.57538
0.49087,-10.568577
0.5167,-10.561773
0.54254,-10.554972
0.56837,-10.548168
0.59421,-10.540005
0.62004,-10.533201
0.64588,-10.525039
0.67171,-10.518235
0.69755,-10.511433
0.72338,-10.507351
0.74922,-10.50463
,
,
0.0,-10.640688
0.02584,-10.640688
0.05167,-10.639327
0.07751,-10.637967
0.10334,-10.636606
0.12918,-10.635245
0.15501,-10.631164
0.18085,-10.617558
0.20668,-10.602592
0.23252,-10.588985
0.25835,-10.57674
0.28419,-10.563134
0.31002,-10.549529
0.33586,-10.537283
0.36169,-10.525039
0.38753,-10.514153
0.41336,-10.503269
0.4392,-10.492385
0.46503,-10.484221
0.49087,-10.476058
0.5167,-10.470615
0.54254,-10.465173
0.56837,-10.461091
0.59421,-10.45837
0.62004,-10.457009
0.64588,-10.455648
0.67171,-10.455648
0.69755,-10.45837
0.72338,-10.463812
0.74922,-10.465173
,
,
0.0,-10.310067
0.02584,-10.31687
0.05167,-10.323672
0.07751,-10.330476
0.10334,-10.335918
0.12918,-10.34272
0.15501,-10.349524
0.18085,-10.354966
0.20668,-10.360409
0.23252,-10.36585
0.25835,-10.371292
0.28419,-10.375375
0.31002,-10.379457
0.33586,-10.383538
0.36169,-10.38762
0.38753,-10.390341
0.41336,-10.393063
0.4392,-10.394423
0.46503,-10.395783
0.49087,-10.395783
0.5167,-10.399865
0.54254,-10.409389
0.56837,-10.417553
0.59421,-10.427076
0.62004,-10.43524
0.64588,-10.443404
0.67171,-10.451567
0.69755,-10.455648
0.72338,-10.454288
0.74922,-10.454288
,
,
0.0,-10.310067
0.02584,-10.303264
0.05167,-10.296461
0.07751,-10.2951
0.10334,-10.293739
0.12918,-10.293739
0.15501,-10.297821
0.18085,-10.301904
0.20668,-10.307345
0.23252,-10.314149
0.25835,-10.319591
0.28419,-10.326394
0.31002,-10.334558
0.33586,-10.34136
0.36169,-10.349524
0.38753,-10.357687
0.41336,-10.36585
0.4392,-10.374014
0.46503,-10.382177
0.49087,-10.391702
0.5167,-10.394423
0.54254,-10.393063
0.56837,-10.394423
0.59421,-10.401225
0.62004,-10.408029
0.64588,-10.413471
0.67171,-10.418914
0.69755,-10.421635
0.72338,-10.424356
0.74922,-10.425715
,
,
0.0,-10.296461
0.02584,-10.296461
0.05167,-10.296461
0.07751,-10.2951
0.10334,-10.293739
0.12918,-10.291018
0.15501,-10.289658
0.18085,-10.293739
0.20668,-10.297821
0.23252,-10.301904
0.25835,-10.307345
0.28419,-10.314149
0.31002,-10.319591
0.33586,-10.326394
0.36169,-10.333197
0.38753,-10.34136
0.41336,-10.348163
0.4392,-10.356326
0.46503,-10.364491
0.49087,-10.371292
0.5167,-10.379457
0.54254,-10.38762
0.56837,-10.390341
0.59421,-10.386259
0.62004,-10.383538
0.64588,-10.380816
0.67171,-10.378096
0.69755,-10.375375
0.72338,-10.374014
0.74922,-10.374014
,
,
0.0,-10.296461
0.02584,-10.296461
0.05167,-10.296461
0.07751,-10.288298
0.10334,-10.289658
0.12918,-10.291018
0.15501,-10.289658
0.18085,-10.286937
0.20668,-10.284216
0.23252,-10.280134
0.25835,-10.277413
0.28419,-10.273331
0.31002,-10.267889
0.33586,-10.263806
0.36169,-10.258365
0.38753,-10.254283
0.41336,-10.24884
0.4392,-10.243399
0.46503,-10.237956
0.49087,-10.232513
0.5167,-10.225711
0.54254,-10.220268
0.56837,-10.214826
0.59421,-10.210744
0.62004,-10.205302
0.64588,-10.201221
0.67171,-10.197139
0.69755,-10.194418
0.72338,-10.193057
0.74922,-10.193057
,
,
0.0,-10.281495
0.02584,-10.282855
0.05167,-10.284216
0.07751,-10.286937
0.10334,-10.284216
0.12918,-10.286937
0.15501,-10.289658
0.18085,-10.286937
0.20668,-10.284216
0.23252,-10.280134
0.25835,-10.277413
0.28419,-10.273331
0.31002,-10.267889
0.33586,-10.263806
0.36169,-10.258365
0.38753,-10.254283
0.41336,-10.24884
0.4392,-10.243399
0.46503,-10.237956
0.49087,-10.232513
0.5167,-10.225711
0.54254,-10.220268
0.56837,-10.214826
0.59421,-10.210744
0.62004,-10.205302
0.64588,-10.201221
0.67171,-10.197139
0.69755,-10.194418
0.72338,-10.193057
0.74922,-10.193057
,
,
0.0,-10.281495
0.02584,-10.281495
0.05167,-10.281495
0.07751,-10.282855
0.10334,-10.281495
0.12918,-10.274692
0.15501,-10.267889
0.18085,-10.261086
0.20668,-10.254283
