k,Energy (eV)
0.0,-10.746949
0.02584,-10.759194
0.05168,-10.7728
0.07751,-10.785046
0.10335,-10.797291
0.12919,-10.809536
0.15503,-10.821781
0.18087,-10.832665
0.20671,-10.843551
0.23254,-10.854435
0.25838,-10.863959
0.28422,-10.873484
0.31006,-10.883007
0.3359,-10.892531
0.36174,-10.900695
0.38757,-10.908858
0.41341,-10.915661
0.43925,-10.922464
0.46509,-10.929267
0.49093,-10.93471
0.51677,-10.940151
0.5426,-10.945594
0.56844,-10.949676
0.59428,-10.952396
0.62012,-10.956479
0.64596,-10.9592
0.6718,-10.960561
0.69763,-10.961921
0.72347,-10.963282
0.74931,-10.963282
,
,
0.0,-10.746949
0.02584,-10.733343
0.05168,-10.719737
0.07751,-10.706132
0.10335,-10.692526
0.12919,-10.67892
0.15503,-10.670756
0.18087,-10.668036
0.20671,-10.665314
0.23254,-10.662594
0.25838,-10.659872
0.28422,-10.65579
0.31006,-10.651709
0.3359,-10.647627
0.36174,-10.642184
0.38757,-10.638103
0.41341,-10.632661
0.43925,-10.627218
0.46509,-10.621776
0.49093,-10.614972
0.51677,-10.60953
0.5426,-10.604089
0.56844,-10.597285
0.59428,-10.591843
0.62012,-10.5864
0.64596,-10.582319
0.6718,-10.578238
0.69763,-10.574156
0.72347,-10.572795
0.74931,-10.571434
,
,
0.0,-10.676199
0.02584,-10.676199
0.05168,-10.676199
0.07751,-10.674838
0.10335,-10.674838
0.12919,-10.673478
0.15503,-10.668036
0.18087,-10.665314
0.20671,-10.661233
0.23254,-10.658512
0.25838,-10.654429
0.28422,-10.650348
0.31006,-10.644905
0.3359,-10.640823
0.36174,-10.635382
0.38757,-10.629939
0.41341,-10.623137
0.43925,-10.617694
0.46509,-10.610891
0.49093,-10.604089
0.51677,-10.597285
0.5426,-10.590483
0.56844,-10.582319
0.59428,-10.575517
0.62012,-10.568713
0.64596,-10.56055
0.6718,-10.553747
0.69763,-10.548305
0.72347,-10.544223
0.74931,-10.541502
,
,
0.0,-10.676199
0.02584,-10.676199
0.05168,-10.674838
0.07751,-10.673478
0.10335,-10.672117
0.12919,-10.670756
0.15503,-10.665314
0.18087,-10.650348
