n_opt,type,iteration,Energy (mRy),Energy (eV),Energy (eV/atom)
1,initial,0,-950714.05000565,-12935.133930486149,-62.18814389656802
1,initial,1,-950680.07793028,-12934.671716485203,-62.18592171387117
1,initial,2,-950694.33286866,-12934.865664957002,-62.186854158447126
1,initial,3,-950694.57085903,-12934.868902983526,-62.18686972588234
1,initial,4,-950684.59862889,-12934.733223772257,-62.186217421982
1,initial,5,-950695.66244828,-12934.883754823726,-62.18694112896022
1,initial,6,-950709.56427749,-12935.072898996685,-62.1878504759456
1,initial,7,-950716.84636735,-12935.17197695565,-62.188326812286775
1,initial,8,-950720.29115409,-12935.218845704294,-62.18855214280911
1,initial,9,-950721.52090916,-12935.23557738774,-62.18863258359491
1,initial,10,-950723.06355373,-12935.2565661531,-62.18873349112068
1,initial,11,-950723.52341073,-12935.262822831313,-62.18876357130439
1,initial,12,-950723.57003034,-12935.263457123929,-62.188766620788115
1,initial,13,-950723.58165287,-12935.263615256632,-62.1887673810415
1,initial,14,-950723.58054875,-12935.2636002343,-62.188767308818754
1,initial,15,-950723.58191369,-12935.26361880527,-62.18876739810226
1,initial,16,-950723.58182019,-12935.263617533135,-62.188767391986225
1,initial,17,-950723.58178024,-12935.26361698959,-62.188767389373034
1,initial,18,-950723.58185935,-12935.263618065936,-62.18876739454777
1,initial,19,-950723.58182828,-12935.263617643208,-62.18876739251542
1,initial,20,-950723.58183403,-12935.26361772144,-62.18876739289154
