Energy (eV),COHP,Int. COHP
-12.196647,0.0,0.0
-12.177055,0.0,0.0
-12.157327,0.0,0.0
-12.137734,0.0,0.0
-12.118006,0.0,0.0
-12.098413,0.0,0.0
-12.078685,0.0,0.0
-12.059093,0.0,0.0
-12.039364,0.0,0.0
-12.019772,0.0,0.0
-12.000043,0.0,0.0
-11.980451,0.0,0.0
-11.960723,0.0,0.0
-11.94113,0.0,0.0
-11.921402,0.0,0.0
-11.90181,0.0,0.0
-11.882081,0.0,0.0
-11.862489,0.0,0.0
-11.84276,0.0,0.0
-11.823168,0.0,0.0
-11.80344,0.0,0.0
-11.783711,0.0,0.0
-11.764119,0.0,0.0
-11.744391,0.0,0.0
-11.724798,0.0,0.0
-11.70507,0.0,0.0
-11.685477,0.0,0.0
-11.665749,0.0,0.0
-11.646157,0.0,0.0
-11.626428,0.0,0.0
-11.606836,0.0,0.0
-11.587107,0.0,0.0
-11.567515,0.0,0.0
-11.547787,0.0,0.0
-11.528194,0.0,0.0
-11.508466,0.0,0.0
-11.488874,0.0,0.0
-11.469145,0.0,0.0
-11.449553,0.0,0.0
-11.429824,0.0,0.0
-11.410096,0.0,0.0
-11.390504,0.0,0.0
-11.370775,0.0,0.0
-11.351183,0.0,0.0
-11.331454,0.0,0.0
-11.311862,0.0,0.0
-11.292134,0.0,0.0
-11.272541,0.0,0.0
-11.252813,0.0,0.0
-11.233221,0.0,0.0
-11.213492,0.0,0.0
-11.1939,0.0,0.0
-11.174171,0.0,0.0
-11.154579,0.0,0.0
-11.134851,0.0,0.0
-11.115258,0.0,0.0
-11.09553,0.0,0.0
-11.075938,0.0,0.0
-11.056209,0.0,0.0
-11.036617,0.0,0.0
-11.016888,0.0,0.0
-10.99716,0.0,0.0
-10.977568,0.0,0.0
-10.957839,0.0,0.0
-10.938247,0.0,0.0
-10.918518,0.0,0.0
-10.898926,0.0,0.0
-10.879198,0.0,0.0
-10.859605,0.0,0.0
-10.839877,0.0,0.0
-10.820285,0.0,0.0
-10.800556,0.0,0.0
-10.780964,0.0,0.0
-10.761235,0.0,0.0
-10.741643,0.0,0.0
-10.721915,0.0,0.0
-10.702322,4.7e-05,0.0
-10.682594,0.00078,1e-05
-10.663002,0.001133,3e-05
-10.643273,0.001466,5.5e-05
-10.623545,0.001625,8.6e-05
-10.603952,0.001865,0.00012
-10.584224,0.002178,0.000159
-10.564632,0.002336,0.000206
-10.544903,0.00235,0.00025
-10.525311,0.002477,0.000297
-10.505582,0.002225,0.000342
-10.48599,0.003465,0.000408
-10.466262,0.002967,0.000462
-10.446669,0.003653,0.000533
-10.426941,0.00351,0.000605
-10.407349,0.003194,0.000671
-10.38762,0.001372,0.000715
-10.368028,0.000518,0.000732
-10.348299,0.000225,0.000739
-10.328707,2.6e-05,0.000742
-10.308979,0.0,0.000742
-10.289386,0.0,0.000742
-10.269658,0.0,0.000742
-10.250065,0.0,0.000742
-10.230337,0.0,0.000742
-10.210609,0.0,0.000742
-10.191016,0.0,0.000742
-10.171288,0.0,0.000742
-10.151696,0.0,0.000742
-10.131967,7.2e-05,0.000742
-10.112375,0.000703,0.000748
-10.092646,0.009593,0.000831
-10.073054,0.011608,0.001075
-10.053326,0.004184,0.001235
-10.033733,0.005573,0.001316
-10.014005,0.010467,0.001473
-9.994413,0.013696,0.001738
-9.974684,0.010971,0.001979
-9.955092,0.00976,0.00219
-9.935363,0.004682,0.002335
-9.915771,0.011781,0.002435
-9.896043,0.009054,0.002639
-9.87645,0.013546,0.002857
-9.856722,0.014061,0.003109
-9.837129,0.010493,0.003356
-9.817401,0.011321,0.003559
-9.797673,0.009641,0.003774
-9.77808,0.00937,0.003965
-9.758352,0.00128,0.004109
-9.73876,0.007754,0.004185
-9.719031,0.006835,0.004307
-9.699439,0.003248,0.004431
-9.67971,0.003434,0.004474
-9.660118,0.011937,0.004632
-9.64039,0.016265,0.004906
-9.620797,0.014386,0.005235
-9.601069,0.008662,0.005481
-9.581476,0.025761,0.005679
-9.561748,0.01808,0.006052
-9.542156,0.016708,0.006349
-9.522427,0.011218,0.006623
-9.502835,0.021012,0.006995
-9.483107,0.021744,0.007416
-9.463514,0.037438,0.008166
-9.443786,0.010658,0.00852
-9.424057,0.006582,0.008676
-9.404465,0.012167,0.008846
-9.384737,0.005964,0.009042
-9.365144,0.005937,0.009194
-9.345416,0.000167,0.009242
-9.325823,0.002318,0.00927
-9.306095,0.002256,0.009321
-9.286503,0.001204,0.00936
-9.266774,0.002919,0.009393
-9.247182,0.002006,0.009433
-9.227454,0.0,0.009454
