k,Energy (eV)
0.0,-10.745045
0.02584,-10.757289
0.05168,-10.769535
0.07752,-10.78178
0.10336,-10.794025
0.12919,-10.804911
0.15503,-10.815794
0.18087,-10.826679
0.20671,-10.837564
0.23255,-10.848449
0.25839,-10.857973
0.28423,-10.867496
0.31007,-10.877021
0.33591,-10.885184
0.36175,-10.893348
0.38758,-10.901511
0.41342,-10.908314
0.43926,-10.915117
0.4651,-10.92192
0.49094,-10.927362
0.51678,-10.932804
0.54262,-10.938247
0.56846,-10.942328
0.5943,-10.94505
0.62014,-10.949131
0.64597,-10.950492
0.67181,-10.953213
0.69765,-10.954574
0.72349,-10.955935
0.74933,-10.955935
,
,
0.0,-10.745045
0.02584,-10.732799
0.05168,-10.720554
0.07752,-10.708308
0.10336,-10.697425
0.12919,-10.685179
0.15503,-10.675654
0.18087,-10.674294
0.20671,-10.671574
0.23255,-10.670213
0.25839,-10.667492
0.28423,-10.66477
0.31007,-10.66341
0.33591,-10.660688
0.36175,-10.656607
0.38758,-10.653886
0.41342,-10.651164
0.43926,-10.648443
0.4651,-10.644361
0.49094,-10.641641
0.51678,-10.63892
0.54262,-10.636198
0.56846,-10.633477
0.5943,-10.630755
0.62014,-10.628035
0.64597,-10.626674
0.67181,-10.625313
0.69765,-10.623953
0.72349,-10.623953
0.74933,-10.623953
,
,
0.0,-10.677015
0.02584,-10.678375
0.05168,-10.678375
0.07752,-10.678375
0.10336,-10.677015
0.12919,-10.675654
0.15503,-10.672934
0.18087,-10.66477
0.20671,-10.662049
0.23255,-10.659328
0.25839,-10.655246
0.28423,-10.651164
0.31007,-10.647082
0.33591,-10.643002
0.36175,-10.63892
0.38758,-10.633477
0.41342,-10.629395
0.43926,-10.623953
0.4651,-10.619871
0.49094,-10.614429
0.51678,-10.610347
0.54262,-10.604905
0.56846,-10.600822
0.5943,-10.596741
0.62014,-10.59402
0.64597,-10.589939
0.67181,-10.587217
0.69765,-10.585856
0.72349,-10.584496
0.74933,-10.584496
,
,
0.0,-10.677015
0.02584,-10.677015
0.05168,-10.675654
0.07752,-10.674294
0.10336,-10.672934
0.12919,-10.670213
0.15503,-10.667492
0.18087,-10.662049
0.20671,-10.651164
0.23255,-10.64028
0.25839,-10.630755
0.28423,-10.621231
0.31007,-10.613069
0.33591,-10.604905
0.36175,-10.598102
0.38758,-10.591299
0.41342,-10.585856
0.43926,-10.581775
0.4651,-10.577693
0.49094,-10.573611
0.51678,-10.570889
0.54262,-10.568169
0.56846,-10.566809
0.5943,-10.565448
0.62014,-10.564088
0.64597,-10.562727
0.67181,-10.561366
0.69765,-10.561366
0.72349,-10.561366
0.74933,-10.561366
,
,
0.0,-10.339592
0.02584,-10.339592
0.05168,-10.338231
0.07752,-10.338231
0.10336,-10.33687
0.12919,-10.334149
0.15503,-10.331428
0.18087,-10.328707
0.20671,-10.325986
0.23255,-10.323264
0.25839,-10.319183
0.28423,-10.315102
0.31007,-10.309659
0.33591,-10.305577
0.36175,-10.300135
0.38758,-10.294692
0.41342,-10.28925
0.43926,-10.283808
0.4651,-10.291972
0.49094,-10.298774
0.51678,-10.306937
0.54262,-10.313741
0.56846,-10.320543
0.5943,-10.325986
0.62014,-10.331428
0.64597,-10.33551
0.67181,-10.339592
0.69765,-10.342313
0.72349,-10.343674
0.74933,-10.345035
,
,
0.0,-10.339592
0.02584,-10.339592
0.05168,-10.338231
0.07752,-10.338231
0.10336,-10.33687
0.12919,-10.334149
0.15503,-10.331428
0.18087,-10.328707
0.20671,-10.325986
0.23255,-10.323264
0.25839,-10.319183
0.28423,-10.315102
0.31007,-10.309659
0.33591,-10.305577
0.36175,-10.300135
0.38758,-10.294692
0.41342,-10.28925
0.43926,-10.283808
0.4651,-10.277005
0.49094,-10.271563
0.51678,-10.26476
0.54262,-10.260678
0.56846,-10.26476
0.5943,-10.270202
0.62014,-10.272923
0.64597,-10.277005
0.67181,-10.278365
0.69765,-10.281087
0.72349,-10.282448
0.74933,-10.282448
,
,
0.0,-10.263399
0.02584,-10.268841
0.05168,-10.274283
0.07752,-10.279726
0.10336,-10.285169
0.12919,-10.28925
0.15503,-10.291972
0.18087,-10.294692
0.20671,-10.297413
0.23255,-10.298774
0.25839,-10.298774
0.28423,-10.297413
0.31007,-10.296053
0.33591,-10.293332
0.36175,-10.290611
0.38758,-10.285169
0.41342,-10.279726
0.43926,-10.283808
0.4651,-10.277005
0.49094,-10.271563
0.51678,-10.26476
0.54262,-10.259317
0.56846,-10.253875
0.5943,-10.248432
0.62014,-10.24299
0.64597,-10.238909
0.67181,-10.234827
0.69765,-10.232106
0.72349,-10.229384
0.74933,-10.229384
,
,
0.0,-10.263399
0.02584,-10.256597
0.05168,-10.249793
0.07752,-10.24163
0.10336,-10.234827
0.12919,-10.226664
0.15503,-10.2185
0.18087,-10.210337
0.20671,-10.211698
0.23255,-10.21986
0.25839,-10.226664
0.28423,-10.234827
0.31007,-10.24299
0.33591,-10.251154
0.36175,-10.259317
0.38758,-10.267481
0.41342,-10.275644
0.43926,-10.274283
0.4651,-10.267481
0.49094,-10.259317
0.51678,-10.255236
0.54262,-10.259317
0.56846,-10.253875
0.5943,-10.248432
0.62014,-10.24299
0.64597,-10.238909
0.67181,-10.234827
0.69765,-10.232106
0.72349,-10.229384
0.74933,-10.229384
,
,
0.0,-10.174962
0.02584,-10.177683
0.05168,-10.180404
0.07752,-10.184485
0.10336,-10.188567
0.12919,-10.19401
0.15503,-10.199451
0.18087,-10.204894
0.20671,-10.202173
0.23255,-10.19401
0.25839,-10.19537
0.28423,-10.200812
0.31007,-10.207616
0.33591,-10.213058
0.36175,-10.21986
0.38758,-10.225303
0.41342,-10.232106
0.43926,-10.237549
0.4651,-10.24435
0.49094,-10.249793
0.51678,-10.251154
0.54262,-10.24299
0.56846,-10.234827
0.5943,-10.226664
0.62014,-10.2185
0.64597,-10.211698
0.67181,-10.206255
0.69765,-10.200812
0.72349,-10.198092
0.74933,-10.196731
,
,
0.0,-10.174962
0.02584,-10.173601
0.05168,-10.173601
0.07752,-10.173601
0.10336,-10.174962
0.12919,-10.176322
0.15503,-10.179044
0.18087,-10.181765
0.20671,-10.185846
0.23255,-10.191288
0.25839,-10.185846
0.28423,-10.176322
0.31007,-10.168159
0.33591,-10.159995
0.36175,-10.151832
0.38758,-10.143668
0.41342,-10.136865
0.43926,-10.128702
0.4651,-10.121899
0.49094,-10.115096
0.51678,-10.113735
0.54262,-10.115096
0.56846,-10.116456
0.5943,-10.117817
0.62014,-10.117817
0.64597,-10.119178
0.67181,-10.120539
0.69765,-10.120539
0.72349,-10.120539
0.74933,-10.120539
,
,
0.0,-10.083802
0.02584,-10.083802
0.05168,-10.085163
0.07752,-10.085163
0.10336,-10.086524
0.12919,-10.087884
0.15503,-10.089245
0.18087,-10.090606
0.20671,-10.091966
0.23255,-10.093327
0.25839,-10.094687
0.28423,-10.097408
0.31007,-10.098769
0.33591,-10.101491
0.36175,-10.102851
0.38758,-10.104211
0.41342,-10.106932
0.43926,-10.108293
0.4651,-10.109653
0.49094,-10.112374
0.51678,-10.113735
0.54262,-10.115096
0.56846,-10.116456
0.5943,-10.117817
0.62014,-10.117817
0.64597,-10.119178
0.67181,-10.120539
0.69765,-10.120539
0.72349,-10.120539
0.74933,-10.120539
,
,
0.0,-10.083802
0.02584,-10.083802
0.05168,-10.085163
0.07752,-10.085163
0.10336,-10.086524
0.12919,-10.087884
0.15503,-10.089245
0.18087,-10.090606
0.20671,-10.091966
0.23255,-10.093327
0.25839,-10.094687
0.28423,-10.097408
0.31007,-10.098769
0.33591,-10.101491
0.36175,-10.102851
0.38758,-10.104211
0.41342,-10.106932
0.43926,-10.108293
0.4651,-10.109653
0.49094,-10.112374
0.51678,-10.108293
