k,Energy (eV)
0.0,-10.722731
0.02584,-10.736337
0.05168,-10.748581
0.07752,-10.762187
0.10336,-10.774432
0.1292,-10.786677
0.15504,-10.797562
0.18088,-10.809808
0.20672,-10.820693
0.23256,-10.830216
0.2584,-10.841101
0.28423,-10.850625
0.31007,-10.860148
0.33591,-10.869673
0.36175,-10.877836
0.38759,-10.886
0.41343,-10.892803
0.43927,-10.899606
0.46511,-10.906408
0.49095,-10.911851
0.51679,-10.917294
0.54263,-10.922736
0.56847,-10.926818
0.59431,-10.9309
0.62015,-10.93362
0.64599,-10.936341
0.67183,-10.937702
0.69767,-10.939062
0.72351,-10.940423
0.74935,-10.940423
,
,
0.0,-10.722731
0.02584,-10.709125
0.05168,-10.695518
0.07752,-10.681913
0.10336,-10.668307
0.1292,-10.654701
0.15504,-10.641095
0.18088,-10.639735
0.20672,-10.637013
0.23256,-10.632933
0.2584,-10.630211
0.28423,-10.626129
0.31007,-10.622047
0.33591,-10.617966
0.36175,-10.612523
0.38759,-10.607081
0.41343,-10.601639
0.43927,-10.596196
0.46511,-10.590755
0.49095,-10.585312
0.51679,-10.578509
0.54263,-10.573067
0.56847,-10.566264
0.59431,-10.560822
0.62015,-10.555379
0.64599,-10.549937
0.67183,-10.545856
0.69767,-10.541774
0.72351,-10.539052
0.74935,-10.539052
,
,
0.0,-10.647899
0.02584,-10.647899
0.05168,-10.646538
0.07752,-10.646538
0.10336,-10.645177
0.1292,-10.643817
0.15504,-10.639735
0.18088,-10.637013
0.20672,-10.632933
0.23256,-10.630211
0.2584,-10.626129
0.28423,-10.622047
0.31007,-10.617966
0.33591,-10.612523
0.36175,-10.607081
0.38759,-10.601639
0.41343,-10.596196
0.43927,-10.589394
0.46511,-10.583951
0.49095,-10.577148
0.51679,-10.570346
0.54263,-10.563542
0.56847,-10.555379
0.59431,-10.548576
0.62015,-10.541774
0.64599,-10.53497
0.67183,-10.528167
0.69767,-10.522725
0.72351,-10.518643
0.74935,-10.517283
,
,
0.0,-10.647899
0.02584,-10.647899
0.05168,-10.646538
0.07752,-10.645177
0.10336,-10.643817
0.1292,-10.641095
0.15504,-10.639735
0.18088,-10.626129
0.20672,-10.612523
0.23256,-10.597557
0.2584,-10.583951
0.28423,-10.570346
0.31007,-10.55674
0.33591,-10.544495
0.36175,-10.532249
0.38759,-10.520004
0.41343,-10.507759
0.43927,-10.498235
0.46511,-10.48871
0.49095,-10.479186
0.51679,-10.472383
0.54263,-10.466942
0.56847,-10.46286
0.59431,-10.458778
0.62015,-10.457417
0.64599,-10.456057
0.67183,-10.454696
0.69767,-10.460138
0.72351,-10.465581
0.74935,-10.466942
,
,
0.0,-10.314556
0.02584,-10.32136
0.05168,-10.328162
0.07752,-10.334965
0.10336,-10.341768
0.1292,-10.34721
0.15504,-10.354013
0.18088,-10.359456
0.20672,-10.364898
0.23256,-10.37034
0.2584,-10.375783
0.28423,-10.381225
0.31007,-10.385307
0.33591,-10.389388
0.36175,-10.39347
0.38759,-10.397552
0.41343,-10.400273
0.43927,-10.401633
0.46511,-10.404355
0.49095,-10.404355
0.51679,-10.405715
0.54263,-10.413879
0.56847,-10.422042
0.59431,-10.431566
0.62015,-10.43973
0.64599,-10.447893
0.67183,-10.454696
0.69767,-10.454696
0.72351,-10.454696
0.74935,-10.454696
,
,
0.0,-10.314556
0.02584,-10.311835
0.05168,-10.310474
0.07752,-10.310474
0.10336,-10.309114
0.1292,-10.306394
0.15504,-10.305033
0.18088,-10.309114
0.20672,-10.314556
0.23256,-10.319999
0.2584,-10.326802
0.28423,-10.333605
0.31007,-10.340407
0.33591,-10.34721
0.36175,-10.355374
0.38759,-10.363537
0.41343,-10.3717
0.43927,-10.379865
0.46511,-10.388028
0.49095,-10.396191
0.51679,-10.404355
0.54263,-10.402994
0.56847,-10.404355
0.59431,-10.411158
0.62015,-10.41796
0.64599,-10.424764
0.67183,-10.430205
0.69767,-10.434288
0.72351,-10.437009
0.74935,-10.437009
,
,
0.0,-10.311835
0.02584,-10.311835
0.05168,-10.310474
0.07752,-10.310474
0.10336,-10.309114
0.1292,-10.306394
0.15504,-10.305033
0.18088,-10.302312
0.20672,-10.306394
0.23256,-10.310474
0.2584,-10.315917
0.28423,-10.32272
0.31007,-10.328162
0.33591,-10.334965
0.36175,-10.341768
0.38759,-10.349932
0.41343,-10.356734
0.43927,-10.364898
0.46511,-10.373061
0.49095,-10.381225
0.51679,-10.389388
0.54263,-10.396191
0.56847,-10.401633
0.59431,-10.398912
0.62015,-10.394831
0.64599,-10.392109
0.67183,-10.389388
0.69767,-10.388028
0.72351,-10.386667
0.74935,-10.386667
,
,
