k,Energy (eV)
0.0,-10.730895
0.02584,-10.7445
0.05168,-10.756745
0.07751,-10.77035
0.10335,-10.782597
0.12919,-10.794842
0.15503,-10.807087
0.18087,-10.817972
0.20671,-10.828856
0.23254,-10.839741
0.25838,-10.850625
0.28422,-10.860149
0.31006,-10.869674
0.3359,-10.877836
0.36174,-10.886001
0.38757,-10.894164
0.41341,-10.902328
0.43925,-10.90913
0.46509,-10.915934
0.49093,-10.921376
0.51677,-10.926818
0.5426,-10.93226
0.56844,-10.936341
0.59428,-10.939063
0.62012,-10.943145
0.64596,-10.945867
0.6718,-10.947227
0.69763,-10.948587
0.72347,-10.949948
0.74931,-10.949948
,
,
0.0,-10.730895
0.02584,-10.717288
0.05168,-10.703683
0.07751,-10.690077
0.10335,-10.675111
0.12919,-10.661505
0.15503,-10.646539
0.18087,-10.643817
0.20671,-10.641096
0.23254,-10.637014
0.25838,-10.632933
0.28422,-10.628851
0.31006,-10.624769
0.3359,-10.620687
0.36174,-10.615245
0.38757,-10.609802
0.41341,-10.604361
0.43925,-10.598919
0.46509,-10.592115
0.49093,-10.586673
0.51677,-10.579869
0.5426,-10.574429
0.56844,-10.567625
0.59428,-10.560822
0.62012,-10.555379
0.64596,-10.549937
0.6718,-10.544496
0.69763,-10.540413
0.72347,-10.537692
0.74931,-10.536331
,
,
0.0,-10.653341
0.02584,-10.653341
0.05168,-10.651981
0.07751,-10.65062
0.10335,-10.64926
0.12919,-10.647899
0.15503,-10.646539
0.18087,-10.642457
0.20671,-10.639735
0.23254,-10.637014
0.25838,-10.632933
0.28422,-10.628851
0.31006,-10.624769
0.3359,-10.619327
0.36174,-10.615245
0.38757,-10.609802
0.41341,-10.604361
0.43925,-10.597558
0.46509,-10.592115
0.49093,-10.585312
0.51677,-10.578509
0.5426,-10.571707
0.56844,-10.564903
0.59428,-10.558101
0.62012,-10.552658
0.64596,-10.545856
0.6718,-10.540413
0.69763,-10.536331
0.72347,-10.532249
0.74931,-10.530889
,
,
0.0,-10.653341
0.02584,-10.651981
0.05168,-10.651981
0.07751,-10.65062
0.10335,-10.64926
0.12919,-10.647899
0.15503,-10.645178
0.18087,-10.632933
0.20671,-10.619327
0.23254,-10.604361
0.25838,-10.590755
0.28422,-10.577148
0.31006,-10.563543
0.3359,-10.549937
0.36174,-10.536331
0.38757,-10.524086
0.41341,-10.511841
0.43925,-10.499596
0.46509,-10.488711
0.49093,-10.477826
0.51677,-10.469663
0.5426,-10.4615
0.56844,-10.454697
0.59428,-10.450615
0.62012,-10.447893
0.64596,-10.446533
0.6718,-10.447893
0.69763,-10.453336
0.72347,-10.457417
0.74931,-10.458778
,
,
0.0,-10.322721
0.02584,-10.326802
0.05168,-10.333605
0.07751,-10.340407
0.10335,-10.34585
0.12919,-10.352654
0.15503,-10.359456
0.18087,-10.364898
0.20671,-10.37034
0.23254,-10.375783
0.25838,-10.381226
0.28422,-10.386667
0.31006,-10.39211
0.3359,-10.396192
0.36174,-10.400273
0.38757,-10.404355
0.41341,-10.408437
0.43925,-10.412519
0.46509,-10.415239
0.49093,-10.417961
0.51677,-10.419321
0.5426,-10.420682
0.56844,-10.422043
