k,Energy (eV)
0.0,-10.758922
0.02584,-10.769807
0.05168,-10.780691
0.07752,-10.792936
0.10336,-10.803822
0.1292,-10.814706
0.15504,-10.82559
0.18088,-10.836474
0.20672,-10.845999
0.23256,-10.856884
0.2584,-10.866407
0.28424,-10.874571
0.31008,-10.884095
0.33592,-10.892259
0.36176,-10.900422
0.3876,-10.907226
0.41344,-10.914028
0.43928,-10.920831
0.46512,-10.927633
0.49096,-10.933076
0.5168,-10.938519
0.54264,-10.9426
0.56848,-10.946682
0.59432,-10.950764
0.62016,-10.953485
0.646,-10.956206
0.67184,-10.957566
0.69768,-10.958927
0.72352,-10.960288
0.74936,-10.960288
,
,
0.0,-10.758922
0.02584,-10.746677
0.05168,-10.735792
0.07752,-10.723547
0.10336,-10.712662
0.1292,-10.701777
0.15504,-10.694975
0.18088,-10.693614
0.20672,-10.692254
0.23256,-10.690893
0.2584,-10.688171
0.28424,-10.686811
0.31008,-10.68409
0.33592,-10.681369
0.36176,-10.678647
0.3876,-10.675926
0.41344,-10.674565
0.43928,-10.671844
0.46512,-10.669124
0.49096,-10.666403
0.5168,-10.663682
0.54264,-10.66096
0.56848,-10.658239
0.59432,-10.656878
0.62016,-10.655518
0.646,-10.654157
0.67184,-10.652797
0.69768,-10.651436
0.72352,-10.651436
0.74936,-10.650075
,
,
0.0,-10.696336
0.02584,-10.696336
0.05168,-10.696336
0.07752,-10.696336
0.10336,-10.696336
0.1292,-10.696336
0.15504,-10.690893
0.18088,-10.68409
0.20672,-10.681369
0.23256,-10.678647
0.2584,-10.674565
0.28424,-10.671844
0.31008,-10.667764
0.33592,-10.663682
0.36176,-10.659599
0.3876,-10.655518
0.41344,-10.650075
0.43928,-10.645993
0.46512,-10.641912
0.49096,-10.637831
0.5168,-10.633749
0.54264,-10.629666
0.56848,-10.625585
0.59432,-10.621503
0.62016,-10.618782
0.646,-10.616061
0.67184,-10.614701
0.69768,-10.611979
0.72352,-10.611979
0.74936,-10.610619
,
,
0.0,-10.696336
0.02584,-10.694975
0.05168,-10.694975
0.07752,-10.692254
0.10336,-10.690893
