k,Energy (eV)
0.0,-10.563271
0.02605,-10.574156
0.0521,-10.58504
0.07815,-10.595924
0.1042,-10.60681
0.13026,-10.617694
0.15631,-10.627218
0.18236,-10.638103
0.20841,-10.647627
0.23446,-10.657151
0.26051,-10.666675
0.28657,-10.676199
0.31262,-10.684362
0.33867,-10.692526
0.36472,-10.700689
0.39077,-10.707493
0.41683,-10.715656
0.44288,-10.721098
0.46893,-10.727901
0.49498,-10.733343
0.52103,-10.738786
0.54709,-10.742867
0.57314,-10.746949
0.59919,-10.751031
0.62524,-10.753752
0.65129,-10.756474
0.67734,-10.757833
0.7034,-10.759194
0.72945,-10.760555
0.7555,-10.760555
,
,
0.0,-10.563271
0.02605,-10.552386
0.0521,-10.540141
0.07815,-10.529256
0.1042,-10.518372
0.13026,-10.508847
0.15631,-10.497963
0.18236,-10.489799
0.20841,-10.489799
0.23446,-10.489799
0.26051,-10.489799
0.28657,-10.488439
0.31262,-10.488439
0.33867,-10.488439
0.36472,-10.487079
0.39077,-10.487079
0.41683,-10.485718
0.44288,-10.485718
0.46893,-10.484357
0.49498,-10.484357
0.52103,-10.482997
0.54709,-10.482997
0.57314,-10.481636
0.59919,-10.481636
0.62524,-10.481636
0.65129,-10.480275
0.67734,-10.480275
0.7034,-10.480275
0.72945,-10.480275
0.7555,-10.480275
,
,
0.0,-10.485718
0.02605,-10.485718
0.0521,-10.487079
0.07815,-10.488439
0.1042,-10.488439
0.13026,-10.489799
0.15631,-10.489799
0.18236,-10.487079
0.20841,-10.477554
0.23446,-10.468031
0.26051,-10.462588
0.28657,-10.459867
0.31262,-10.457146
0.33867,-10.453064
0.36472,-10.450342
0.39077,-10.447621
0.41683,-10.443541
0.44288,-10.440819
0.46893,-10.438098
0.49498,-10.434016
0.52103,-10.431294
0.54709,-10.428574
0.57314,-10.425852
0.59919,-10.424492
0.62524,-10.42177
0.65129,-10.42041
0.67734,-10.419049
0.7034,-10.417689
0.72945,-10.417689
0.7555,-10.417689
,
,
0.0,-10.485718
0.02605,-10.482997
0.0521,-10.481636
0.07815,-10.480275
0.1042,-10.478914
0.13026,-10.476193
0.15631,-10.473473
0.18236,-10.470752
0.20841,-10.468031
0.23446,-10.465309
0.26051,-10.458507
0.28657,-10.448981
0.31262,-10.440819
0.33867,-10.432655
0.36472,-10.425852
0.39077,-10.417689
0.41683,-10.410886
0.44288,-10.405443
0.46893,-10.400002
0.49498,-10.394559
0.52103,-10.390477
0.54709,-10.386395
0.57314,-10.382314
0.59919,-10.379593
0.62524,-10.376871
0.65129,-10.375511
