Type,Iteration,converged,ETOT (eV),Eime (s)
first optimization,1,False,-13034.757493259456,10488.2
first optimization,2,False,-13034.614055551281,10460.6
first optimization,3,False,-13034.838241759331,10460.7
first optimization,4,False,-13034.863084740078,9940.4
first optimization,5,True,-13034.86573456195,6898.0
first optimization,1,True,-13034.86574074275,13672.6
