k,Energy (eV)
0.0,-10.420818
0.02603,-10.435785
0.05206,-10.450751
0.0781,-10.464357
0.10413,-10.479323
0.13016,-10.492929
0.15619,-10.505175
0.18223,-10.51878
0.20826,-10.531025
0.23429,-10.543271
0.26032,-10.554155
0.28636,-10.56504
0.31239,-10.575924
0.33842,-10.585448
0.36445,-10.594973
0.39049,-10.604496
0.41652,-10.61266
0.44255,-10.619463
0.46858,-10.626266
0.49462,-10.633068
0.52065,-10.639872
0.54668,-10.643953
0.57271,-10.649396
0.59875,-10.653478
0.62478,-10.656199
0.65081,-10.658919
0.67684,-10.661641
0.70288,-10.663001
0.72891,-10.664362
0.75494,-10.664362
,
,
0.0,-10.420818
0.02603,-10.404491
0.05206,-10.389524
0.0781,-10.373199
0.10413,-10.356871
0.13016,-10.340544
0.15619,-10.322857
0.18223,-10.306529
0.20826,-10.290203
0.23429,-10.272515
0.26032,-10.256188
0.28636,-10.239861
0.31239,-10.227615
0.33842,-10.223534
0.36445,-10.219453
0.39049,-10.215371
0.41652,-10.211289
0.44255,-10.205847
0.46858,-10.201765
0.49462,-10.196322
0.52065,-10.192241
0.54668,-10.18816
0.57271,-10.182717
0.59875,-10.179996
0.62478,-10.175914
0.65081,-10.173193
0.67684,-10.170471
0.70288,-10.16775
0.72891,-10.16775
0.75494,-10.166389
,
,
0.0,-10.250746
0.02603,-10.250746
0.05206,-10.250746
0.0781,-10.249385
0.10413,-10.249385
0.13016,-10.248025
0.15619,-10.245304
0.18223,-10.243943
0.20826,-10.241222
0.23429,-10.238501
0.26032,-10.234419
0.28636,-10.231698
0.31239,-10.222174
0.33842,-10.215371
0.36445,-10.211289
0.39049,-10.205847
0.41652,-10.200404
0.44255,-10.194962
0.46858,-10.18952
0.49462,-10.182717
0.52065,-10.177275
0.54668,-10.171832
0.57271,-10.166389
0.59875,-10.160948
0.62478,-10.155505
0.65081,-10.151423
0.67684,-10.147342
0.70288,-10.14462
0.72891,-10.14326
0.75494,-10.141899
,
,
0.0,-10.250746
0.02603,-10.250746
0.05206,-10.249385
0.0781,-10.248025
0.10413,-10.246664
0.13016,-10.245304
0.15619,-10.242582
0.18223,-10.239861
0.20826,-10.237141
0.23429,-10.233058
0.26032,-10.228976
0.28636,-10.224895
0.31239,-10.220813
0.33842,-10.205847
0.36445,-10.18952
0.39049,-10.174553
0.41652,-10.159587
0.44255,-10.14462
0.46858,-10.131015
0.49462,-10.117409
0.52065,-10.106524
0.54668,-10.097
0.57271,-10.087476
0.59875,-10.077952
0.62478,-10.069789
0.65081,-10.064346
0.67684,-10.060265
0.70288,-10.056183
0.72891,-10.054823
0.75494,-10.054823
,
,
0.0,-10.204486
0.02603,-10.204486
0.05206,-10.203125
0.0781,-10.201765
0.10413,-10.200404
0.13016,-10.197683
0.15619,-10.194962
0.18223,-10.192241
0.20826,-10.18816
0.23429,-10.184077
0.26032,-10.178635
0.28636,-10.173193
0.31239,-10.16775
0.33842,-10.162309
0.36445,-10.155505
0.39049,-10.148703
0.41652,-10.140538
0.44255,-10.132376
0.46858,-10.124212
0.49462,-10.116048
0.52065,-10.106524
0.54668,-10.097
0.57271,-10.087476
0.59875,-10.077952
0.62478,-10.068428
0.65081,-10.058904
0.67684,-10.04938
0.70288,-10.041217
0.72891,-10.034413
0.75494,-10.031693
,
,
0.0,-10.204486
0.02603,-10.204486
0.05206,-10.203125
0.0781,-10.201765
0.10413,-10.200404
0.13016,-10.197683
0.15619,-10.194962
0.18223,-10.192241
0.20826,-10.18816
0.23429,-10.184077
0.26032,-10.178635
0.28636,-10.173193
0.31239,-10.16775
0.33842,-10.162309
0.36445,-10.155505
0.39049,-10.148703
0.41652,-10.140538
0.44255,-10.132376
0.46858,-10.124212
0.49462,-10.116048
0.52065,-10.105165
0.54668,-10.094279
0.57271,-10.084755
0.59875,-10.076591
0.62478,-10.068428
0.65081,-10.058904
0.67684,-10.04938
0.70288,-10.041217
0.72891,-10.034413
0.75494,-10.031693
,
,
0.0,-9.867063
0.02603,-9.871143
0.05206,-9.873865
0.0781,-9.879308
0.10413,-9.88611
0.13016,-9.892914
0.15619,-9.899716
0.18223,-9.906519
0.20826,-9.913322
0.23429,-9.918765
0.26032,-9.925567
0.28636,-9.931009
0.31239,-9.936452
0.33842,-9.941895
0.36445,-9.947337
0.39049,-9.951418
0.41652,-9.9555
0.44255,-9.959581
0.46858,-9.963663
0.49462,-9.966385
0.52065,-9.969106
0.54668,-9.970467
0.57271,-9.971828
0.59875,-9.973188
0.62478,-9.97999
0.65081,-9.985433
0.67684,-9.990875
0.70288,-9.993596
0.72891,-9.996318
0.75494,-9.996318
,
,
0.0,-9.867063
0.02603,-9.867063
0.05206,-9.873865
0.0781,-9.877947
0.10413,-9.882029
0.13016,-9.88611
0.15619,-9.890192
0.18223,-9.894274
0.20826,-9.896995
0.23429,-9.901076
0.26032,-9.903798
0.28636,-9.906519
0.31239,-9.909241
0.33842,-9.911962
0.36445,-9.914682
0.39049,-9.916043
0.41652,-9.917404
0.44255,-9.925567
0.46858,-9.933731
0.49462,-9.943255
0.52065,-9.951418
0.54668,-9.959581
0.57271,-9.966385
0.59875,-9.973188
0.62478,-9.974548
0.65081,-9.973188
0.67684,-9.973188
0.70288,-9.971828
0.72891,-9.977269
0.75494,-9.97999
,
,
0.0,-9.86162
0.02603,-9.862981
0.05206,-9.86026
0.0781,-9.856177
0.10413,-9.853456
0.13016,-9.850736
0.15619,-9.849375
0.18223,-9.853456
0.20826,-9.857538
0.23429,-9.864342
0.26032,-9.869783
0.28636,-9.876586
0.31239,-9.88475
0.33842,-9.892914
0.36445,-9.901076
0.39049,-9.909241
0.41652,-9.917404
0.44255,-9.917404
0.46858,-9.917404
0.49462,-9.917404
0.52065,-9.914682
0.54668,-9.914682
0.57271,-9.922846
0.59875,-9.929648
0.62478,-9.937813
0.65081,-9.950057
0.67684,-9.960942
0.70288,-9.970467
0.72891,-9.977269
0.75494,-9.97999
,
,
0.0,-9.86162
0.02603,-9.856177
0.05206,-9.852096
0.0781,-9.849375
0.10413,-9.848014
0.13016,-9.848014
0.15619,-9.848014
0.18223,-9.845293
0.20826,-9.842571
0.23429,-9.83985
0.26032,-9.83713
0.28636,-9.83577
0.31239,-9.83985
0.33842,-9.848014
0.36445,-9.856177
0.39049,-9.864342
0.41652,-9.872504
0.44255,-9.880668
0.46858,-9.890192
0.49462,-9.898355
0.52065,-9.906519
0.54668,-9.913322
0.57271,-9.913322
0.59875,-9.925567
0.62478,-9.937813
0.65081,-9.950057
0.67684,-9.960942
0.70288,-9.970467
0.72891,-9.970467
0.75494,-9.970467
,
,
0.0,-9.788148
0.02603,-9.789509
0.05206,-9.79087
0.0781,-9.792231
0.10413,-9.794951
0.13016,-9.799033
0.15619,-9.803115
0.18223,-9.807197
0.20826,-9.812639
0.23429,-9.818081
0.26032,-9.824884
0.28636,-9.831687
0.31239,-9.834409
0.33842,-9.831687
0.36445,-9.830327
0.39049,-9.830327
0.41652,-9.841211
0.44255,-9.853456
0.46858,-9.864342
0.49462,-9.876586
0.52065,-9.888832
0.54668,-9.901076
0.57271,-9.913322
0.59875,-9.925567
0.62478,-9.936452
0.65081,-9.943255
0.67684,-9.948697
0.70288,-9.954139
0.72891,-9.956861
0.75494,-9.958221
,
,
0.0,-9.788148
0.02603,-9.786788
0.05206,-9.785428
0.0781,-9.784067
0.10413,-9.781346
0.13016,-9.777265
0.15619,-9.771822
0.18223,-9.773182
0.20826,-9.778625
0.23429,-9.784067
0.26032,-9.789509
0.28636,-9.796312
0.31239,-9.803115
0.33842,-9.811279
0.36445,-9.819442
0.39049,-9.830327
0.41652,-9.841211
0.44255,-9.853456
0.46858,-9.864342
0.49462,-9.876586
0.52065,-9.888832
0.54668,-9.901076
0.57271,-9.909241
0.59875,-9.905158
0.62478,-9.901076
0.65081,-9.896995
0.67684,-9.891553
0.70288,-9.887471
0.72891,-9.88611
0.75494,-9.88475
,
,
0.0,-9.74325
0.02603,-9.745971
0.05206,-9.750052
0.0781,-9.754134
0.10413,-9.758216
0.13016,-9.763658
0.15619,-9.76774
0.18223,-9.773182
0.20826,-9.778625
0.23429,-9.784067
0.26032,-9.789509
0.28636,-9.796312
0.31239,-9.803115
0.33842,-9.811279
0.36445,-9.819442
0.39049,-9.828966
0.41652,-9.827605
0.44255,-9.827605
0.46858,-9.826245
0.49462,-9.824884
0.52065,-9.824884
0.54668,-9.826245
0.57271,-9.828966
0.59875,-9.830327
0.62478,-9.833048
0.65081,-9.834409
0.67684,-9.83577
0.70288,-9.83577
0.72891,-9.83713
0.75494,-9.83713
,
,
0.0,-9.74325
0.02603,-9.745971
0.05206,-9.750052
0.0781,-9.754134
0.10413,-9.758216
0.13016,-9.763658
0.15619,-9.76774
0.18223,-9.766379
0.20826,-9.759576
0.23429,-9.762298
0.26032,-9.770461
0.28636,-9.778625
0.31239,-9.785428
0.33842,-9.793591
0.36445,-9.799033
0.39049,-9.804476
0.41652,-9.809918
0.44255,-9.813999
0.46858,-9.816721
0.49462,-9.820803
0.52065,-9.823524
0.54668,-9.826245
0.57271,-9.828966
0.59875,-9.830327
0.62478,-9.833048
0.65081,-9.834409
0.67684,-9.83577
0.70288,-9.83577
0.72891,-9.83713
0.75494,-9.83713
,
,
0.0,-9.741889
0.02603,-9.740528
0.05206,-9.739167
0.0781,-9.739167
0.10413,-9.739167
0.13016,-9.741889
0.15619,-9.74461
0.18223,-9.750052
0.20826,-9.755495
0.23429,-9.762298
0.26032,-9.770461
0.28636,-9.778625
0.31239,-9.785428
0.33842,-9.793591
0.36445,-9.799033
0.39049,-9.804476
0.41652,-9.809918
0.44255,-9.813999
0.46858,-9.816721
0.49462,-9.820803
