k,Energy (eV)
0.0,-10.582726
0.02613,-10.593612
0.05226,-10.605856
0.07839,-10.618102
0.10452,-10.628987
0.13065,-10.639871
0.15678,-10.652117
0.18291,-10.66164
0.20904,-10.672525
0.23518,-10.68341
0.26131,-10.692934
0.28744,-10.702458
0.31357,-10.711982
0.3397,-10.720145
0.36583,-10.728309
0.39196,-10.736473
0.41809,-10.743275
0.44423,-10.750078
0.47036,-10.756881
0.49649,-10.762323
0.52262,-10.767765
0.54875,-10.771847
0.57488,-10.775929
0.60101,-10.780011
0.62714,-10.782732
0.65328,-10.785454
0.67941,-10.788175
0.70554,-10.789536
0.73167,-10.789536
0.7578,-10.790896
,
,
0.0,-10.582726
0.02613,-10.570482
0.05226,-10.558236
0.07839,-10.547352
0.10452,-10.535107
0.13065,-10.522861
0.15678,-10.511977
0.18291,-10.505174
0.20904,-10.503813
0.23518,-10.503813
0.26131,-10.502453
0.28744,-10.502453
0.31357,-10.501092
0.3397,-10.499731
0.36583,-10.49837
0.39196,-10.49837
0.41809,-10.49701
0.44423,-10.495649
0.47036,-10.494289
0.49649,-10.492929
0.52262,-10.491569
0.54875,-10.491569
0.57488,-10.490208
0.60101,-10.488847
0.62714,-10.488847
0.65328,-10.487487
0.67941,-10.487487
0.70554,-10.486126
0.73167,-10.486126
0.7578,-10.486126
,
,
0.0,-10.502453
0.02613,-10.502453
0.05226,-10.503813
0.07839,-10.503813
0.10452,-10.505174
0.13065,-10.505174
0.15678,-10.505174
0.18291,-10.501092
0.20904,-10.488847
0.23518,-10.482044
0.26131,-10.479322
0.28744,-10.476602
0.31357,-10.47252
0.3397,-10.468438
0.36583,-10.465717
0.39196,-10.461636
0.41809,-10.457554
0.44423,-10.453472
0.47036,-10.45075
0.49649,-10.446669
0.52262,-10.443947
0.54875,-10.439866
0.57488,-10.437145
0.60101,-10.434423
0.62714,-10.431703
0.65328,-10.430342
0.67941,-10.427621
0.70554,-10.42626
0.73167,-10.42626
0.7578,-10.42626
,
,
0.0,-10.502453
0.02613,-10.501092
0.05226,-10.499731
0.07839,-10.49701
0.10452,-10.495649
0.13065,-10.492929
0.15678,-10.491569
0.18291,-10.488847
0.20904,-10.486126
0.23518,-10.479322
0.26131,-10.468438
0.28744,-10.458914
0.31357,-10.449389
0.3397,-10.439866
0.36583,-10.431703
0.39196,-10.423539
0.41809,-10.416736
0.44423,-10.409933
0.47036,-10.404491
0.49649,-10.399049
0.52262,-10.393606
0.54875,-10.389524
0.57488,-10.385443
0.60101,-10.382722
0.62714,-10.380001
0.65328,-10.377279
0.67941,-10.375918
0.70554,-10.374558
0.73167,-10.374558
0.7578,-10.373198
,
,
0.0,-10.205846
0.02613,-10.205846
0.05226,-10.204485
0.07839,-10.203125
0.10452,-10.201764
0.13065,-10.199043
0.15678,-10.196322
0.18291,-10.193602
0.20904,-10.18952
0.23518,-10.185437
0.26131,-10.181355
0.28744,-10.177274
0.31357,-10.171831
0.3397,-10.16503
0.36583,-10.159587
0.39196,-10.152783
0.41809,-10.14598
0.44423,-10.139178
0.47036,-10.131015
0.49649,-10.124211
0.52262,-10.116048
0.54875,-10.107884
0.57488,-10.099721
0.60101,-10.091558
0.62714,-10.084755
0.65328,-10.087476
0.67941,-10.090197
0.70554,-10.091558
0.73167,-10.092917
0.7578,-10.092917
,
,
0.0,-10.205846
0.02613,-10.205846
0.05226,-10.204485
0.07839,-10.203125
0.10452,-10.201764
0.13065,-10.199043
0.15678,-10.196322
0.18291,-10.193602
0.20904,-10.18952
0.23518,-10.185437
0.26131,-10.181355
0.28744,-10.177274
0.31357,-10.171831
0.3397,-10.16503
0.36583,-10.159587
0.39196,-10.152783
0.41809,-10.14598
0.44423,-10.139178
0.47036,-10.131015
0.49649,-10.124211
0.52262,-10.116048
0.54875,-10.107884
0.57488,-10.099721
0.60101,-10.091558
0.62714,-10.083394
0.65328,-10.076591
0.67941,-10.069788
0.70554,-10.064345
0.73167,-10.060264
0.7578,-10.058904
,
,
0.0,-10.034412
0.02613,-10.035773
0.05226,-10.037134
0.07839,-10.038494
0.10452,-10.039855
0.13065,-10.041216
0.15678,-10.041216
0.18291,-10.041216
0.20904,-10.041216
0.23518,-10.039855
0.26131,-10.038494
0.28744,-10.037134
0.31357,-10.035773
0.3397,-10.033052
0.36583,-10.034412
0.39196,-10.039855
0.41809,-10.045298
0.44423,-10.05074
0.47036,-10.057544
0.49649,-10.062984
0.52262,-10.067067
0.54875,-10.072509
0.57488,-10.076591
0.60101,-10.080673
0.62714,-10.083394
0.65328,-10.076591
0.67941,-10.069788
0.70554,-10.064345
0.73167,-10.060264
0.7578,-10.058904
,
,
0.0,-10.034412
0.02613,-10.033052
0.05226,-10.030332
0.07839,-10.028971
0.10452,-10.02625
0.13065,-10.023529
0.15678,-10.020807
0.18291,-10.019446
0.20904,-10.016726
0.23518,-10.014004
0.26131,-10.011283
0.28744,-10.016726
0.31357,-10.022168
0.3397,-10.027611
0.36583,-10.030332
0.39196,-10.027611
0.41809,-10.023529
0.44423,-10.019446
0.47036,-10.016726
0.49649,-10.011283
0.52262,-10.008562
0.54875,-10.008562
0.57488,-10.009922
0.60101,-10.011283
0.62714,-10.011283
0.65328,-10.011283
0.67941,-10.012644
0.70554,-10.012644
0.73167,-10.012644
0.7578,-10.012644
,
,
0.0,-9.98135
0.02613,-9.982711
0.05226,-9.984072
0.07839,-9.985432
0.10452,-9.988153
0.13065,-9.990874
0.15678,-9.994956
0.18291,-9.997678
0.20904,-10.00176
0.23518,-10.007201
0.26131,-10.011283
0.28744,-10.009922
0.31357,-10.007201
0.3397,-10.00448
0.36583,-10.00312
0.39196,-10.000399
0.41809,-10.00312
0.44423,-10.00448
0.47036,-10.005841
0.49649,-10.007201
0.52262,-10.007201
0.54875,-10.00312
0.57488,-9.999039
0.60101,-9.994956
0.62714,-9.992235
0.65328,-9.989513
0.67941,-9.986793
0.70554,-9.986793
0.73167,-9.986793
0.7578,-9.986793
,
,
0.0,-9.98135
0.02613,-9.98135
0.05226,-9.98135
0.07839,-9.98135
0.10452,-9.982711
0.13065,-9.982711
0.15678,-9.984072
0.18291,-9.985432
0.20904,-9.988153
0.23518,-9.989513
0.26131,-9.990874
0.28744,-9.993596
0.31357,-9.994956
0.3397,-9.997678
0.36583,-9.999039
0.39196,-10.000399
0.41809,-9.999039
0.44423,-9.997678
0.47036,-9.996317
0.49649,-9.993596
0.52262,-9.992235
0.54875,-9.990874
0.57488,-9.990874
0.60101,-9.989513
0.62714,-9.988153
0.65328,-9.988153
0.67941,-9.986793
0.70554,-9.984072
0.73167,-9.984072
0.7578,-9.982711
,
,
0.0,-9.807197
0.02613,-9.808558
0.05226,-9.811278
0.07839,-9.81536
0.10452,-9.819441
0.13065,-9.823523
0.15678,-9.828965
0.18291,-9.834408
0.20904,-9.83985
0.23518,-9.845292
0.26131,-9.852096
0.28744,-9.857537
0.31357,-9.864341
0.3397,-9.871143
0.36583,-9.877946
0.39196,-9.884749
0.41809,-9.892913
0.44423,-9.899715
0.47036,-9.907879
0.49649,-9.916043
0.52262,-9.924206
0.54875,-9.932369
0.57488,-9.940534
0.60101,-9.948697
0.62714,-9.95686
0.65328,-9.963663
0.67941,-9.970466
0.70554,-9.975908
0.73167,-9.97999
0.7578,-9.98135
,
,
0.0,-9.807197
0.02613,-9.808558
0.05226,-9.811278
0.07839,-9.81536
0.10452,-9.819441
0.13065,-9.823523
0.15678,-9.828965
0.18291,-9.834408
0.20904,-9.83985
0.23518,-9.845292
0.26131,-9.852096
0.28744,-9.857537
0.31357,-9.864341
0.3397,-9.871143
0.36583,-9.877946
0.39196,-9.884749
0.41809,-9.892913
0.44423,-9.899715
0.47036,-9.907879
0.49649,-9.916043
0.52262,-9.924206
0.54875,-9.932369
0.57488,-9.940534
0.60101,-9.948697
0.62714,-9.95686
0.65328,-9.963663
0.67941,-9.970466
0.70554,-9.975908
0.73167,-9.97999
0.7578,-9.98135
,
,
0.0,-9.797672
0.02613,-9.796311
0.05226,-9.79495
0.07839,-9.79223
0.10452,-9.790869
0.13065,-9.789509
0.15678,-9.788148
0.18291,-9.786788
0.20904,-9.786788
0.23518,-9.786788
0.26131,-9.786788
0.28744,-9.786788
0.31357,-9.786788
0.3397,-9.788148
0.36583,-9.789509
0.39196,-9.790869
0.41809,-9.79223
0.44423,-9.793591
0.47036,-9.79495
0.49649,-9.797672
0.52262,-9.804475
0.54875,-9.809917
0.57488,-9.81536
0.60101,-9.820802
0.62714,-9.824883
0.65328,-9.827605
0.67941,-9.830326
0.70554,-9.833047
0.73167,-9.833047
0.7578,-9.834408
,
,
0.0,-9.797672
0.02613,-9.796311
0.05226,-9.79495
0.07839,-9.79223
0.10452,-9.790869
0.13065,-9.789509
0.15678,-9.788148
0.18291,-9.786788
0.20904,-9.786788
0.23518,-9.786788
0.26131,-9.786788
0.28744,-9.786788
0.31357,-9.786788
0.3397,-9.788148
0.36583,-9.789509
0.39196,-9.790869
0.41809,-9.79223
0.44423,-9.793591
0.47036,-9.79495
0.49649,-9.796311
0.52262,-9.797672
0.54875,-9.800393
0.57488,-9.801754
0.60101,-9.803115
0.62714,-9.804475
0.65328,-9.805836
0.67941,-9.805836
0.70554,-9.807197
0.73167,-9.807197
0.7578,-9.807197
,
,
0.0,-9.683383
0.02613,-9.683383
0.05226,-9.686105
0.07839,-9.690187
0.10452,-9.694268
0.13065,-9.696989
0.15678,-9.701071
0.18291,-9.705153
0.20904,-9.709234
0.23518,-9.713316
0.26131,-9.72284
0.28744,-9.732365
0.31357,-9.741888
0.3397,-9.750051
0.36583,-9.758216
0.39196,-9.767739
0.41809,-9.775903
0.44423,-9.782706
0.47036,-9.790869
0.49649,-9.796311
0.52262,-9.797672
0.54875,-9.800393
0.57488,-9.801754
0.60101,-9.803115
0.62714,-9.804475
0.65328,-9.805836
0.67941,-9.805836
0.70554,-9.807197
0.73167,-9.807197
0.7578,-9.807197
,
,
0.0,-9.683383
0.02613,-9.683383
0.05226,-9.683383
0.07839,-9.682022
0.10452,-9.682022
0.13065,-9.682022
0.15678,-9.686105
0.18291,-9.695629
0.20904,-9.703793
0.23518,-9.713316
0.26131,-9.716037
0.28744,-9.720119
0.31357,-9.724201
0.3397,-9.728283
0.36583,-9.731004
0.39196,-9.735085
0.41809,-9.739167
0.44423,-9.743249
0.47036,-9.74597
0.49649,-9.750051
0.52262,-9.752773
0.54875,-9.756855
0.57488,-9.759576
0.60101,-9.763658
0.62714,-9.765018
0.65328,-9.767739
0.67941,-9.77046
0.70554,-9.771821
0.73167,-9.771821
0.7578,-9.771821
,
,
0.0,-9.677941
0.02613,-9.682022
0.05226,-9.683383
0.07839,-9.682022
0.10452,-9.682022
0.13065,-9.682022
0.15678,-9.682022
0.18291,-9.680662
0.20904,-9.680662
0.23518,-9.680662
0.26131,-9.680662
0.28744,-9.682022
0.31357,-9.682022
0.3397,-9.683383
0.36583,-9.684744
0.39196,-9.686105
0.41809,-9.688826
0.44423,-9.690187
0.47036,-9.692907
0.49649,-9.695629
0.52262,-9.69835
0.54875,-9.699711
0.57488,-9.702432
0.60101,-9.703793
0.62714,-9.705153
0.65328,-9.706513
0.67941,-9.707873
0.70554,-9.707873
