k,Energy (eV)
0.0,-10.727357
0.02584,-10.740962
0.05168,-10.753208
0.07752,-10.766813
0.10336,-10.779058
0.1292,-10.791304
0.15504,-10.802189
0.18088,-10.814433
0.20672,-10.825318
0.23256,-10.836204
0.2584,-10.845727
0.28424,-10.855251
0.31008,-10.864776
0.33592,-10.874299
0.36176,-10.882463
0.3876,-10.890626
0.41344,-10.897429
0.43928,-10.904232
0.46512,-10.911035
0.49096,-10.916477
0.5168,-10.921919
0.54264,-10.927361
0.56848,-10.931443
0.59432,-10.935525
0.62016,-10.938247
0.646,-10.940968
0.67184,-10.942328
0.69768,-10.943689
0.72352,-10.945049
0.74936,-10.945049
,
,
0.0,-10.727357
0.02584,-10.713751
0.05168,-10.700145
0.07752,-10.686539
0.10336,-10.672934
0.1292,-10.659328
0.15504,-10.645722
0.18088,-10.644361
0.20672,-10.64164
0.23256,-10.637558
0.2584,-10.634837
0.28424,-10.630755
0.31008,-10.626673
0.33592,-10.621231
0.36176,-10.617149
0.3876,-10.611707
0.41344,-10.606265
0.43928,-10.600822
0.46512,-10.59538
0.49096,-10.588577
0.5168,-10.583135
0.54264,-10.576332
0.56848,-10.570889
0.59432,-10.564087
0.62016,-10.558644
0.646,-10.553202
0.67184,-10.54912
0.69768,-10.545038
0.72352,-10.542317
0.74936,-10.542317
,
,
0.0,-10.652524
0.02584,-10.652524
0.05168,-10.652524
0.07752,-10.651164
0.10336,-10.649803
0.1292,-10.648443
0.15504,-10.644361
0.18088,-10.64164
0.20672,-10.638919
0.23256,-10.634837
0.2584,-10.630755
0.28424,-10.626673
0.31008,-10.622592
0.33592,-10.617149
0.36176,-10.611707
0.3876,-10.606265
0.41344,-10.600822
0.43928,-10.59538
0.46512,-10.588577
0.49096,-10.581775
0.5168,-10.574971
0.54264,-10.568169
0.56848,-10.561366
0.59432,-10.554563
0.62016,-10.54776
0.646,-10.540957
0.67184,-10.534154
0.69768,-10.528711
0.72352,-10.52463
0.74936,-10.52327
,
,
0.0,-10.652524
0.02584,-10.652524
0.05168,-10.651164
0.07752,-10.649803
0.10336,-10.648443
0.1292,-10.647082
0.15504,-10.644361
0.18088,-10.630755
0.20672,-10.617149
0.23256,-10.602182
0.2584,-10.588577
0.28424,-10.574971
0.31008,-10.561366
0.33592,-10.54912
0.36176,-10.535515
0.3876,-10.52463
0.41344,-10.512385
0.43928,-10.5015
0.46512,-10.491976
0.49096,-10.483813
0.5168,-10.475649
0.54264,-10.470206
0.56848,-10.464765
0.59432,-10.462043
0.62016,-10.460683
0.646,-10.459322
0.67184,-10.457962
0.69768,-10.463404
0.72352,-10.467485
0.74936,-10.468846
,
,
0.0,-10.319182
0.02584,-10.325985
0.05168,-10.332788
0.07752,-10.339591
0.10336,-10.346395
0.1292,-10.353196
0.15504,-10.358639
0.18088,-10.365442
0.20672,-10.370885
0.23256,-10.376328
0.2584,-10.381769
0.28424,-10.385851
0.31008,-10.391294
0.33592,-10.395375
0.36176,-10.399457
0.3876,-10.402178
