k,Energy (eV)
0.0,-10.554835
0.02611,-10.56708
0.05221,-10.579326
0.07831,-10.592931
0.10441,-10.605177
0.13051,-10.616061
0.15662,-10.628306
0.18272,-10.639192
0.20882,-10.650076
0.23492,-10.6596
0.26103,-10.670485
0.28713,-10.680009
0.31323,-10.689533
0.33933,-10.697696
0.36544,-10.705859
0.39154,-10.714024
0.41764,-10.720826
0.44374,-10.727629
0.46984,-10.734431
0.49595,-10.739874
0.52205,-10.745317
0.54815,-10.749398
0.57425,-10.75348
0.60036,-10.757562
0.62646,-10.760283
0.65256,-10.763004
0.67866,-10.764364
0.70477,-10.765725
0.73087,-10.767086
0.75697,-10.767086
,
,
0.0,-10.554835
0.02611,-10.541229
0.05221,-10.527624
0.07831,-10.514018
0.10441,-10.500412
0.13051,-10.486806
0.15662,-10.475922
0.18272,-10.473201
0.20882,-10.47184
0.23492,-10.469119
0.26103,-10.466397
0.28713,-10.462316
0.31323,-10.459595
0.33933,-10.455513
0.36544,-10.452791
0.39154,-10.44871
0.41764,-10.444629
0.44374,-10.440547
0.46984,-10.436464
0.49595,-10.431023
0.52205,-10.42694
0.54815,-10.422859
0.57425,-10.420138
0.60036,-10.416057
0.62646,-10.411974
0.65256,-10.409253
0.67866,-10.407892
0.70477,-10.405171
0.73087,-10.403811
0.75697,-10.403811
,
,
0.0,-10.480003
0.02611,-10.480003
0.05221,-10.480003
0.07831,-10.478643
0.10441,-10.478643
0.13051,-10.477283
0.15662,-10.473201
0.18272,-10.467758
0.20882,-10.465037
0.23492,-10.460955
0.26103,-10.456873
0.28713,-10.452791
0.31323,-10.44871
0.33933,-10.443268
0.36544,-10.437825
0.39154,-10.432383
0.41764,-10.42694
0.44374,-10.420138
0.46984,-10.413335
0.49595,-10.406532
0.52205,-10.399729
0.54815,-10.392926
0.57425,-10.384763
0.60036,-10.376599
0.62646,-10.368436
0.65256,-10.361633
0.67866,-10.353469
0.70477,-10.345305
0.73087,-10.338503
0.75697,-10.334421
,
,
0.0,-10.480003
0.02611,-10.478643
0.05221,-10.478643
0.07831,-10.477283
0.10441,-10.474562
0.13051,-10.473201
0.15662,-10.470479
0.18272,-10.459595
0.20882,-10.445989
0.23492,-10.432383
0.26103,-10.418777
0.28713,-10.405171
0.31323,-10.391566
0.33933,-10.37932
0.36544,-10.365715
0.39154,-10.35483
0.41764,-10.342585
0.44374,-10.3317
0.46984,-10.322176
0.49595,-10.314013
0.52205,-10.305849
0.54815,-10.299047
0.57425,-10.293604
0.60036,-10.289522
0.62646,-10.286801
0.65256,-10.28544
0.67866,-10.294964
0.70477,-10.303128
0.73087,-10.309931
0.75697,-10.314013
,
,
0.0,-10.195642
0.02611,-10.195642
0.05221,-10.195642
0.07831,-10.194282
0.10441,-10.192921
0.13051,-10.191561
0.15662,-10.188839
0.18272,-10.191561
0.20882,-10.197002
0.23492,-10.202445
0.26103,-10.206527
0.28713,-10.210608
0.31323,-10.21469
0.33933,-10.218772
0.36544,-10.221493
0.39154,-10.224215
0.41764,-10.226935
0.44374,-10.229657
0.46984,-10.231017
0.49595,-10.231017
0.52205,-10.240541
0.54815,-10.250066
0.57425,-10.258229
0.60036,-10.267753
0.62646,-10.277277
0.65256,-10.28544
0.67866,-10.284081
0.70477,-10.28272
0.73087,-10.28272
0.75697,-10.28272
,
,
0.0,-10.195642
0.02611,-10.195642
0.05221,-10.195642
0.07831,-10.194282
0.10441,-10.192921
0.13051,-10.191561
0.15662,-10.188839
0.18272,-10.186118
0.20882,-10.183396
0.23492,-10.179316
0.26103,-10.175234
0.28713,-10.171152
0.31323,-10.175234
0.33933,-10.182036
0.36544,-10.1902
0.39154,-10.197002
0.41764,-10.205167
0.44374,-10.21469
0.46984,-10.222854
0.49595,-10.231017
0.52205,-10.231017
0.54815,-10.231017
0.57425,-10.229657
0.60036,-10.226935
0.62646,-10.231017
0.65256,-10.235099
0.67866,-10.23782
0.70477,-10.240541
0.73087,-10.241901
0.75697,-10.241901
,
,
0.0,-10.153464
0.02611,-10.158906
0.05221,-10.164349
0.07831,-10.171152
0.10441,-10.176595
0.13051,-10.182036
0.15662,-10.187478
0.18272,-10.186118
0.20882,-10.183396
0.23492,-10.179316
0.26103,-10.175234
0.28713,-10.171152
0.31323,-10.16707
0.33933,-10.171152
0.36544,-10.176595
0.39154,-10.182036
0.41764,-10.188839
0.44374,-10.194282
0.46984,-10.199724
0.49595,-10.206527
0.52205,-10.211968
0.54815,-10.217411
0.57425,-10.222854
0.60036,-10.226935
0.62646,-10.224215
0.65256,-10.222854
0.67866,-10.220133
0.70477,-10.218772
0.73087,-10.217411
0.75697,-10.217411
,
,
0.0,-10.153464
0.02611,-10.148022
0.05221,-10.141219
0.07831,-10.135777
0.10441,-10.134416
0.13051,-10.137137
0.15662,-10.141219
0.18272,-10.145301
0.20882,-10.150743
0.23492,-10.156185
0.26103,-10.161628
0.28713,-10.16843
0.31323,-10.16707
0.33933,-10.161628
0.36544,-10.157545
0.39154,-10.152103
0.41764,-10.145301
0.44374,-10.139858
0.46984,-10.134416
0.49595,-10.127613
0.52205,-10.120811
0.54815,-10.115368
0.57425,-10.108565
0.60036,-10.103123
0.62646,-10.097681
0.65256,-10.092238
0.67866,-10.088157
0.70477,-10.084075
0.73087,-10.081353
0.75697,-10.081353
,
,
0.0,-10.128973
0.02611,-10.128973
0.05221,-10.130334
0.07831,-10.131695
0.10441,-10.133055
0.13051,-10.135777
0.15662,-10.138497
0.18272,-10.141219
0.20882,-10.145301
0.23492,-10.150743
0.26103,-10.154824
0.28713,-10.160267
0.31323,-10.165709
0.33933,-10.161628
0.36544,-10.157545
0.39154,-10.152103
0.41764,-10.145301
0.44374,-10.139858
0.46984,-10.134416
0.49595,-10.127613
0.52205,-10.120811
0.54815,-10.115368
0.57425,-10.108565
0.60036,-10.103123
0.62646,-10.097681
0.65256,-10.092238
0.67866,-10.088157
0.70477,-10.084075
0.73087,-10.081353
