n_opt,type,iteration,Energy (mRy),Energy (eV),Energy (eV/atom)
5,initial,0,-958044.08774224,-13034.864254065302,-62.66761660608318
5,initial,1,-958044.08772943,-13034.86425389101,-62.66761660524524
5,initial,2,-958044.08772724,-13034.864253861215,-62.667616605102
5,initial,3,-958044.08772936,-13034.864253890059,-62.66761660524067
