k,Energy (eV)
0.0,-10.498643
0.026,-10.510889
0.052,-10.521772
0.078,-10.532658
0.104,-10.543542
0.13,-10.554427
0.156,-10.565311
0.182,-10.576196
0.20801,-10.58572
0.23401,-10.596605
0.26001,-10.606129
0.28601,-10.614292
0.31201,-10.623816
0.33801,-10.63198
0.36401,-10.640143
0.39001,-10.646947
0.41601,-10.653749
0.44201,-10.660552
0.46801,-10.667356
0.49401,-10.672797
0.52001,-10.67824
0.54601,-10.682322
0.57202,-10.686403
0.59802,-10.690485
0.62402,-10.693206
0.65002,-10.695928
0.67602,-10.697288
0.70202,-10.698648
0.72802,-10.700009
0.75402,-10.700009
,
,
0.0,-10.498643
0.026,-10.487759
0.052,-10.476874
0.078,-10.464628
0.104,-10.453744
0.13,-10.44286
0.156,-10.431975
0.182,-10.430614
0.20801,-10.429254
0.23401,-10.429254
0.26001,-10.429254
0.28601,-10.427894
0.31201,-10.427894
0.33801,-10.426533
0.36401,-10.425172
0.39001,-10.425172
0.41601,-10.423811
0.44201,-10.422451
0.46801,-10.42109
0.49401,-10.419729
0.52001,-10.419729
0.54601,-10.418369
0.57202,-10.417008
0.59802,-10.417008
0.62402,-10.415648
0.65002,-10.415648
0.67602,-10.414287
0.70202,-10.414287
0.72802,-10.414287
0.75402,-10.414287
,
,
0.0,-10.425172
0.026,-10.426533
0.052,-10.427894
0.078,-10.429254
0.104,-10.429254
0.13,-10.429254
0.156,-10.430614
0.182,-10.42109
0.20801,-10.410205
0.23401,-10.403403
0.26001,-10.399321
0.28601,-10.395239
0.31201,-10.392518
0.33801,-10.388436
0.36401,-10.384355
0.39001,-10.380273
0.41601,-10.37483
0.44201,-10.370749
0.46801,-10.366667
0.49401,-10.362585
0.52001,-10.358503
0.54601,-10.355782
0.57202,-10.351701
0.59802,-10.34898
0.62402,-10.346258
0.65002,-10.343537
0.67602,-10.342176
0.70202,-10.340816
0.72802,-10.339456
0.75402,-10.339456
,
,
0.0,-10.425172
0.026,-10.423811
0.052,-10.422451
0.078,-10.419729
0.104,-10.418369
0.13,-10.415648
0.156,-10.412927
0.182,-10.410205
0.20801,-10.406124
0.23401,-10.400681
0.26001,-10.391157
0.28601,-10.381633
0.31201,-10.372109
0.33801,-10.363946
0.36401,-10.355782
0.39001,-10.34898
0.41601,-10.342176
0.44201,-10.335374
0.46801,-10.329931
0.49401,-10.32585
0.52001,-10.320408
0.54601,-10.316325
0.57202,-10.313604
0.59802,-10.310884
0.62402,-10.308162
0.65002,-10.305441
0.67602,-10.30408
0.70202,-10.30408
0.72802,-10.302719
0.75402,-10.302719
,
,
0.0,-10.136728
0.026,-10.136728
0.052,-10.136728
0.078,-10.135368
0.104,-10.134008
0.13,-10.131287
0.156,-10.129927
0.182,-10.125844
0.20801,-10.123123
0.23401,-10.119041
0.26001,-10.11496
0.28601,-10.110877
0.31201,-10.106796
0.33801,-10.101354
0.36401,-10.095912
0.39001,-10.089108
0.41601,-10.083666
0.44201,-10.076863
0.46801,-10.071422
0.49401,-10.064618
0.52001,-10.056455
0.54601,-10.049652
0.57202,-10.042849
0.59802,-10.036046
0.62402,-10.037407
0.65002,-10.040128
0.67602,-10.042849
0.70202,-10.044209
0.72802,-10.04557
0.75402,-10.04557
,
,
0.0,-10.136728
0.026,-10.136728
0.052,-10.136728
0.078,-10.135368
0.104,-10.134008
0.13,-10.131287
0.156,-10.129927
0.182,-10.125844
0.20801,-10.123123
0.23401,-10.119041
0.26001,-10.11496
0.28601,-10.110877
0.31201,-10.106796
0.33801,-10.101354
0.36401,-10.095912
0.39001,-10.089108
0.41601,-10.083666
0.44201,-10.076863
0.46801,-10.071422
0.49401,-10.064618
0.52001,-10.056455
0.54601,-10.049652
0.57202,-10.042849
0.59802,-10.036046
0.62402,-10.029243
0.65002,-10.023801
0.67602,-10.018358
0.70202,-10.014277
0.72802,-10.010195
0.75402,-10.010195
,
,
0.0,-9.977541
0.026,-9.978901
0.052,-9.981623
0.078,-9.982984
0.104,-9.984344
0.13,-9.985704
0.156,-9.987065
0.182,-9.987065
0.20801,-9.987065
0.23401,-9.987065
0.26001,-9.987065
0.28601,-9.985704
0.31201,-9.984344
0.33801,-9.982984
0.36401,-9.988426
0.39001,-9.993868
0.41601,-9.99931
0.44201,-10.004752
0.46801,-10.010195
0.49401,-10.015637
0.52001,-10.019719
0.54601,-10.025162
0.57202,-10.029243
0.59802,-10.033324
0.62402,-10.029243
0.65002,-10.023801
0.67602,-10.018358
0.70202,-10.014277
0.72802,-10.010195
0.75402,-10.010195
,
,
0.0,-9.977541
0.026,-9.974819
0.052,-9.972098
0.078,-9.970738
0.104,-9.968018
0.13,-9.965296
0.156,-9.962575
0.182,-9.959853
0.20801,-9.958493
0.23401,-9.962575
0.26001,-9.968018
0.28601,-9.972098
0.31201,-9.977541
0.33801,-9.982984
0.36401,-9.980262
0.39001,-9.978901
0.41601,-9.97618
0.44201,-9.972098
0.46801,-9.969378
0.49401,-9.965296
0.52001,-9.965296
0.54601,-9.966657
0.57202,-9.968018
0.59802,-9.969378
0.62402,-9.969378
0.65002,-9.970738
0.67602,-9.970738
0.70202,-9.972098
0.72802,-9.972098
0.75402,-9.972098
,
,
0.0,-9.939445
0.026,-9.940805
0.052,-9.942166
0.078,-9.943527
0.104,-9.946247
0.13,-9.948969
0.156,-9.95169
0.182,-9.955771
0.20801,-9.957132
0.23401,-9.954411
0.26001,-9.95169
0.28601,-9.950329
0.31201,-9.950329
0.33801,-9.953051
0.36401,-9.954411
0.39001,-9.957132
0.41601,-9.958493
0.44201,-9.959853
0.46801,-9.962575
0.49401,-9.963936
0.52001,-9.962575
0.54601,-9.958493
0.57202,-9.955771
0.59802,-9.953051
0.62402,-9.948969
0.65002,-9.947608
0.67602,-9.944887
0.70202,-9.943527
0.72802,-9.942166
0.75402,-9.942166
,
,
0.0,-9.939445
0.026,-9.939445
0.052,-9.938085
0.078,-9.938085
0.104,-9.939445
0.13,-9.939445
0.156,-9.940805
0.182,-9.942166
0.20801,-9.943527
0.23401,-9.944887
0.26001,-9.947608
0.28601,-9.948969
0.31201,-9.947608
0.33801,-9.944887
0.36401,-9.942166
0.39001,-9.940805
0.41601,-9.938085
0.44201,-9.936724
0.46801,-9.935363
0.49401,-9.934003
0.52001,-9.932642
0.54601,-9.931281
0.57202,-9.92992
0.59802,-9.92856
0.62402,-9.927199
0.65002,-9.927199
0.67602,-9.925838
0.70202,-9.927199
0.72802,-9.92992
0.75402,-9.931281
,
,
0.0,-9.769372
0.026,-9.770733
0.052,-9.773455
0.078,-9.777536
0.104,-9.782978
0.13,-9.78706
0.156,-9.792502
0.182,-9.797945
0.20801,-9.803387
0.23401,-9.808829
0.26001,-9.814271
0.28601,-9.821074
0.31201,-9.826517
0.33801,-9.83332
0.36401,-9.840122
0.39001,-9.846925
0.41601,-9.853728
0.44201,-9.860532
0.46801,-9.867333
0.49401,-9.875498
0.52001,-9.8823
0.54601,-9.889104
0.57202,-9.897266
0.59802,-9.90407
0.62402,-9.910872
0.65002,-9.917676
