Energy (eV),COHP,Int. COHP
-12.209573,0.0,0.0
-12.18998,0.0,0.0
-12.170252,0.0,0.0
-12.15066,0.0,0.0
-12.130931,0.0,0.0
-12.111339,0.0,0.0
-12.091611,0.0,0.0
-12.072018,0.0,0.0
-12.05229,0.0,0.0
-12.032697,0.0,0.0
-12.012969,0.0,0.0
-11.993377,0.0,0.0
-11.973648,0.0,0.0
-11.954056,0.0,0.0
-11.934327,0.0,0.0
-11.914735,0.0,0.0
-11.895007,0.0,0.0
-11.875414,0.0,0.0
-11.855686,0.0,0.0
-11.836094,0.0,0.0
-11.816365,0.0,0.0
-11.796637,0.0,0.0
-11.777044,0.0,0.0
-11.757316,0.0,0.0
-11.737724,0.0,0.0
-11.717995,0.0,0.0
-11.698403,0.0,0.0
-11.678674,0.0,0.0
-11.659082,0.0,0.0
-11.639354,0.0,0.0
-11.619761,0.0,0.0
-11.600033,0.0,0.0
-11.580441,0.0,0.0
-11.560712,0.0,0.0
-11.54112,0.0,0.0
-11.521391,0.0,0.0
-11.501799,0.0,0.0
-11.482071,0.0,0.0
-11.462478,0.0,0.0
-11.44275,0.0,0.0
-11.423022,0.0,0.0
-11.403429,0.0,0.0
-11.383701,0.0,0.0
-11.364108,0.0,0.0
-11.34438,0.0,0.0
-11.324788,0.0,0.0
-11.305059,0.0,0.0
-11.285467,0.0,0.0
-11.265738,0.0,0.0
-11.246146,0.0,0.0
-11.226418,0.0,0.0
-11.206825,0.0,0.0
-11.187097,0.0,0.0
-11.167505,0.0,0.0
-11.147776,0.0,0.0
-11.128184,0.0,0.0
-11.108455,0.0,0.0
-11.088863,0.0,0.0
-11.069135,0.0,0.0
-11.049542,0.0,0.0
-11.029814,0.0,0.0
-11.010085,0.0,0.0
-10.990493,0.0,0.0
-10.970765,0.0,0.0
-10.951172,0.0,0.0
-10.931444,0.0,0.0
-10.911852,0.0,0.0
-10.892123,0.0,0.0
-10.872531,0.0,0.0
-10.852802,0.0,0.0
-10.83321,0.0,0.0
-10.813482,0.0,0.0
-10.793889,0.0,0.0
-10.774161,0.0,0.0
-10.754569,0.0,0.0
-10.73484,0.0,0.0
-10.715248,0.0,0.0
-10.695519,0.001648,2e-06
-10.675927,0.013706,0.000186
-10.656199,0.01901,0.000524
-10.63647,0.024266,0.000947
-10.616878,0.026378,0.001444
-10.597149,0.029884,0.001994
-10.577557,0.034416,0.002616
-10.557829,0.03883,0.003371
-10.538236,0.035981,0.004077
-10.518508,0.039888,0.004803
-10.498916,0.03287,0.00552
-10.479187,0.064331,0.006391
-10.459595,0.041344,0.007339
-10.439866,0.06183,0.008375
-10.420274,0.065243,0.009643
-10.400546,0.055659,0.010816
-10.380953,0.040903,0.011849
-10.361225,0.019803,0.012419
-10.341633,0.010225,0.01271
-10.321904,0.005579,0.012864
-10.302312,0.0,0.012921
-10.282583,0.0,0.012921
-10.262991,0.0,0.012921
-10.243263,0.0,0.012921
-10.223534,0.0,0.012921
-10.203942,0.0,0.012921
-10.184213,0.0,0.012921
-10.164621,0.0,0.012921
-10.144893,0.0,0.012921
-10.1253,0.039838,0.013148
-10.105572,0.094139,0.014791
-10.08598,0.088552,0.016588
-10.066251,0.050734,0.018074
-10.046659,0.043996,0.018885
-10.02693,0.067552,0.020117
-10.007338,0.044366,0.02136
-9.98761,0.013688,0.021929
-9.968017,0.00777,0.02213
-9.948289,0.02563,0.022404
-9.928696,0.032103,0.022967
-9.908968,0.033173,0.023586
-9.889376,0.031103,0.024233
-9.869647,0.028465,0.024835
-9.850055,0.029143,0.025388
-9.830327,0.036531,0.026027
-9.810598,0.040106,0.026827
-9.791006,0.041253,0.027605
-9.771277,0.028028,0.028338
-9.751685,0.058603,0.028885
-9.731957,0.066677,0.030538
-9.712364,0.043337,0.031722
-9.692636,0.052438,0.032479
-9.673044,0.064966,0.033788
-9.653315,0.096554,0.035541
-9.633723,0.047473,0.037222
-9.613994,0.042714,0.038021
-9.594402,0.051555,0.039108
-9.574674,0.085783,0.04045
-9.555081,0.048599,0.041858
-9.535353,0.102301,0.043095
-9.51576,0.046383,0.044087
-9.496032,0.074077,0.044901
-9.47644,0.044853,0.045883
-9.456711,0.035679,0.046383
-9.436983,0.055205,0.047221
-9.417391,0.021912,0.047797
-9.397662,0.037561,0.048357
-9.37807,0.091685,0.049353
-9.358341,0.1002,0.050596
-9.338749,0.028683,0.051708
-9.319021,0.0,0.051955
-9.299428,0.016263,0.051981
-9.2797,0.123267,0.053973
-9.260107,0.098199,0.05608
-9.240379,0.023633,0.057566
-9.220787,0.069488,0.058954
-9.201058,0.12777,0.060791
-9.181466,0.0,0.061654
-9.161738,0.0,0.061654
-9.142145,0.0,0.061654
-9.122417,0.0,0.061654
-9.102824,0.0,0.061654
-9.083096,0.0,0.061654
-9.063504,0.0,0.061654
-9.043775,0.0,0.061654
-9.024047,0.0,0.061654
-9.004454,0.0,0.061654
-8.984726,0.05166,0.061964
-8.965134,0.150637,0.064065
-8.945405,0.000618,0.065819
-8.925813,0.14295,0.067539
-8.906085,0.006273,0.068417
-8.886492,0.0,0.068449
-8.866764,0.0,0.068449
