k,Energy (eV)
0.0,-10.749263
0.02584,-10.762867
0.05167,-10.775113
0.07751,-10.788719
0.10335,-10.800963
0.12919,-10.813209
0.15503,-10.824094
0.18086,-10.836339
0.2067,-10.847224
0.23254,-10.856749
0.25838,-10.867633
0.28422,-10.877157
0.31005,-10.886682
0.33589,-10.896205
0.36173,-10.904368
0.38757,-10.912532
0.41341,-10.919334
0.43924,-10.926138
0.46508,-10.93294
0.49092,-10.938382
0.51676,-10.943825
0.5426,-10.949266
0.56843,-10.953349
0.59427,-10.956071
0.62011,-10.960152
0.64595,-10.962873
0.67179,-10.964234
0.69762,-10.965595
0.72346,-10.966954
0.7493,-10.966954
,
,
0.0,-10.749263
0.02584,-10.735656
0.05167,-10.722052
0.07751,-10.708445
0.10335,-10.694839
0.12919,-10.681233
0.15503,-10.671709
0.18086,-10.668988
0.2067,-10.666266
0.23254,-10.663547
0.25838,-10.659464
0.28422,-10.655381
0.31005,-10.6513
0.33589,-10.647218
0.36173,-10.641777
0.38757,-10.637694
0.41341,-10.632253
0.43924,-10.626809
0.46508,-10.620007
0.49092,-10.614566
0.51676,-10.609122
0.5426,-10.60232
0.56843,-10.596876
0.59427,-10.590075
0.62011,-10.584633
0.64595,-10.58055
0.67179,-10.575109
0.69762,-10.572387
0.72346,-10.569665
0.7493,-10.569665
,
,
0.0,-10.677151
0.02584,-10.677151
0.05167,-10.677151
0.07751,-10.67579
0.10335,-10.67443
0.12919,-10.67307
0.15503,-10.668988
0.18086,-10.666266
0.2067,-10.662186
0.23254,-10.659464
0.25838,-10.655381
0.28422,-10.6513
0.31005,-10.645858
0.33589,-10.641777
0.36173,-10.636333
0.38757,-10.630892
0.41341,-10.625448
0.43924,-10.618647
0.46508,-10.611844
0.49092,-10.605042
0.51676,-10.598237
0.5426,-10.591434
0.56843,-10.584633
0.59427,-10.577828
0.62011,-10.571026
0.64595,-10.564223
0.67179,-10.55742
0.69762,-10.551978
0.72346,-10.547895
0.7493,-10.546535
,
,
0.0,-10.677151
0.02584,-10.677151
0.05167,-10.67579
0.07751,-10.67443
0.10335,-10.67307
0.12919,-10.670349
0.15503,-10.667627
0.18086,-10.652661
0.2067,-10.639055
0.23254,-10.625448
0.25838,-10.611844
0.28422,-10.598237
0.31005,-10.584633
0.33589,-10.572387
0.36173,-10.560142
0.38757,-10.547895
0.41341,-10.537011
0.43924,-10.526128
0.46508,-10.516603
0.49092,-10.508439
0.51676,-10.500276
0.5426,-10.494834
0.56843,-10.490751
0.59427,-10.488029
0.62011,-10.48531
0.64595,-10.48531
0.67179,-10.483949
0.69762,-10.48667
0.72346,-10.490751
0.7493,-10.492112
,
,
0.0,-10.342448
0.02584,-10.349252
0.05167,-10.356054
0.07751,-10.362857
0.10335,-10.369661
0.12919,-10.376463
0.15503,-10.381905
0.18086,-10.388709
0.2067,-10.394151
0.23254,-10.399593
0.25838,-10.405035
0.28422,-10.410477
0.31005,-10.414559
0.33589,-10.420001
0.36173,-10.422723
0.38757,-10.426805
0.41341,-10.429525
0.43924,-10.432246
0.46508,-10.433607
0.49092,-10.434968
0.51676,-10.434968
0.5426,-10.44041
0.56843,-10.449934
0.59427,-10.458098
0.62011,-10.466262
0.64595,-10.474425
0.67179,-10.481228
0.69762,-10.483949
0.72346,-10.483949
0.7493,-10.483949
,
,
0.0,-10.342448
0.02584,-10.335646
0.05167,-10.328843
0.07751,-10.3234
0.10335,-10.3234
0.12919,-10.327482
0.15503,-10.331563
0.18086,-10.337007
0.2067,-10.342448
0.23254,-10.347891
0.25838,-10.353333
0.28422,-10.360137
0.31005,-10.36694
0.33589,-10.375102
0.36173,-10.381905
0.38757,-10.390068
0.41341,-10.398233
0.43924,-10.406396
0.46508,-10.414559
0.49092,-10.424084
0.51676,-10.432246
0.5426,-10.433607
0.56843,-10.432246
0.59427,-10.439049
0.62011,-10.445853
0.64595,-10.451295
0.67179,-10.456738
0.69762,-10.460818
0.72346,-10.46354
0.7493,-10.464901
,
,
0.0,-10.32476
0.02584,-10.32476
0.05167,-10.32476
0.07751,-10.3234
0.10335,-10.32204
0.12919,-10.32204
0.15503,-10.32476
0.18086,-10.328843
0.2067,-10.332924
0.23254,-10.338367
0.25838,-10.343809
0.28422,-10.349252
0.31005,-10.356054
0.33589,-10.362857
0.36173,-10.369661
0.38757,-10.377824
0.41341,-10.384626
0.43924,-10.39279
0.46508,-10.400953
0.49092,-10.407757
0.51676,-10.41592
0.5426,-10.424084
0.56843,-10.432246
0.59427,-10.429525
0.62011,-10.425445
0.64595,-10.422723
0.67179,-10.420001
0.69762,-10.418642
0.72346,-10.417281
0.7493,-10.417281
,
,
0.0,-10.32476
0.02584,-10.32476
0.05167,-10.32476
0.07751,-10.32204
0.10335,-10.32204
0.12919,-10.32068
0.15503,-10.317959
0.18086,-10.315237
0.2067,-10.312515
0.23254,-10.308434
0.25838,-10.305713
0.28422,-10.301632
0.31005,-10.296188
0.33589,-10.292108
0.36173,-10.286665
0.38757,-10.282582
0.41341,-10.277141
0.43924,-10.271699
0.46508,-10.266256
0.49092,-10.259454
0.51676,-10.25401
