k,Energy (eV)
0.0,-10.461091
0.026,-10.471976
0.05199,-10.482861
0.07798,-10.493745
0.10397,-10.50463
0.12997,-10.514153
0.15596,-10.525039
0.18195,-10.534562
0.20795,-10.544086
0.23394,-10.553611
0.25993,-10.563134
0.28593,-10.572659
0.31192,-10.580823
0.33791,-10.588985
0.3639,-10.595789
0.3899,-10.603952
0.41589,-10.610755
0.44188,-10.616197
0.46788,-10.623
0.49387,-10.628443
0.51986,-10.632524
0.54586,-10.637967
0.57185,-10.640688
0.59784,-10.64477
0.62383,-10.647491
0.64983,-10.650211
0.67582,-10.651572
0.70181,-10.652933
0.72781,-10.654294
0.7538,-10.654294
,
,
0.0,-10.461091
0.026,-10.450207
0.05199,-10.439322
0.07798,-10.428437
0.10397,-10.417553
0.12997,-10.406668
0.15596,-10.395783
0.18195,-10.386259
0.20795,-10.386259
0.23394,-10.386259
0.25993,-10.386259
0.28593,-10.386259
0.31192,-10.384899
0.33791,-10.384899
0.3639,-10.383538
0.3899,-10.383538
0.41589,-10.382177
0.44188,-10.382177
0.46788,-10.380817
0.49387,-10.380817
0.51986,-10.380817
0.54586,-10.379457
0.57185,-10.379457
0.59784,-10.378096
0.62383,-10.378096
0.64983,-10.378096
0.67582,-10.376735
0.70181,-10.376735
0.72781,-10.376735
0.7538,-10.376735
,
,
0.0,-10.382177
0.026,-10.382177
0.05199,-10.383538
0.07798,-10.384899
0.10397,-10.384899
0.12997,-10.386259
0.15596,-10.386259
0.18195,-10.386259
0.20795,-10.375375
0.23394,-10.365851
0.25993,-10.360409
0.28593,-10.356327
0.31192,-10.353605
0.33791,-10.350884
0.3639,-10.348163
0.3899,-10.344081
0.41589,-10.34136
0.44188,-10.338639
0.46788,-10.334558
0.49387,-10.331837
0.51986,-10.329115
0.54586,-10.326394
0.57185,-10.323672
0.59784,-10.322311
0.62383,-10.319591
0.64983,-10.31823
0.67582,-10.31687
0.70181,-10.315509
0.72781,-10.315509
0.7538,-10.315509
,
,
0.0,-10.382177
0.026,-10.380817
0.05199,-10.378096
0.07798,-10.376735
0.10397,-10.375375
0.12997,-10.372653
0.15596,-10.371292
0.18195,-10.368572
0.20795,-10.365851
0.23394,-10.36313
