n_opt,type,iteration,Energy (mRy),Energy (eV),Energy (eV/atom)
1,initial,0,-950714.07405561,-12935.134257702784,-62.18814546972492
1,initial,1,-950680.30889911,-12934.674858978731,-62.18593682201313
1,initial,2,-950694.68183437,-12934.870412881151,-62.18687698500553
1,initial,3,-950695.13215986,-12934.87653987646,-62.18690644171375
1,initial,4,-950685.29576132,-12934.742708749733,-62.186263022835256
1,initial,5,-950695.92633657,-12934.887345209681,-62.18695839043116
1,initial,6,-950709.6253328,-12935.073729697158,-62.187854469697875
1,initial,7,-950716.84841315,-12935.172004790198,-62.18832694610672
1,initial,8,-950720.29559256,-12935.218906092803,-62.188552433138476
1,initial,9,-950721.55594632,-12935.236054092968,-62.18863487544696
1,initial,10,-950723.08151057,-12935.25681046855,-62.188734665714186
1,initial,11,-950723.52939094,-12935.262904196281,-62.18876396248212
1,initial,12,-950723.57383858,-12935.263508937715,-62.18876686989286
1,initial,13,-950723.58517687,-12935.263663203132,-62.188767611553516
1,initial,14,-950723.58416228,-12935.26364939892,-62.18876754518711
1,initial,15,-950723.58548497,-12935.263667395047,-62.18876763170696
1,initial,16,-950723.58536227,-12935.263665725628,-62.1887676236809
1,initial,17,-950723.58532481,-12935.26366521596,-62.188767621230575
1,initial,18,-950723.5854032,-12935.26366628251,-62.18876762635822
1,initial,19,-950723.58537501,-12935.263665898965,-62.188767624514256
1,initial,20,-950723.58537889,-12935.263665951758,-62.18876762476806
