n_opt,type,iteration,Energy (mRy),Energy (eV),Energy (eV/atom)
3,initial,0,-958042.57910353,-13034.843727973604,-62.66751792295002
3,initial,1,-958042.57903096,-13034.843726986239,-62.667517918203075
3,initial,2,-958042.5779342,-13034.843712064046,-62.66751784646176
3,initial,3,-958042.57904011,-13034.84372711073,-62.667517918801586
3,initial,4,-958042.57903427,-13034.843727031273,-62.667517918419584
3,initial,5,-958042.57903845,-13034.843727088146,-62.66751791869301
3,initial,6,-958042.57903957,-13034.843727103382,-62.66751791876626
