k,Energy (eV)
0.0,-10.515378
0.02604,-10.527623
0.05209,-10.539868
0.07813,-10.552114
0.10417,-10.564359
0.13022,-10.576604
0.15626,-10.587489
0.1823,-10.599734
0.20835,-10.610619
0.23439,-10.620142
0.26043,-10.631027
0.28648,-10.640552
0.31252,-10.650075
0.33856,-10.658239
0.36461,-10.667764
0.39065,-10.674565
0.41669,-10.68273
0.44274,-10.689532
0.46878,-10.696336
0.49482,-10.701777
0.52087,-10.70722
0.54691,-10.712663
0.57296,-10.716744
0.599,-10.720826
0.62504,-10.723547
0.65109,-10.726268
0.67713,-10.727628
0.70317,-10.728989
0.72922,-10.73035
0.75526,-10.73035
,
,
0.0,-10.515378
0.02604,-10.503133
0.05209,-10.490888
0.07813,-10.477283
0.10417,-10.465036
0.13022,-10.452791
0.15626,-10.440546
0.1823,-10.428301
0.20835,-10.417417
0.23439,-10.40517
0.26043,-10.403811
0.28648,-10.40245
0.31252,-10.401089
0.33856,-10.398369
0.36461,-10.397008
0.39065,-10.395647
0.41669,-10.392926
0.44274,-10.391565
0.46878,-10.390204
0.49482,-10.387484
0.52087,-10.386123
0.54691,-10.384763
0.57296,-10.383402
0.599,-10.382041
0.62504,-10.38068
0.65109,-10.37932
0.67713,-10.37932
0.70317,-10.377959
0.72922,-10.377959
0.75526,-10.377959
,
,
0.0,-10.410613
0.02604,-10.410613
0.05209,-10.410613
0.07813,-10.410613
0.10417,-10.410613
0.13022,-10.409253
0.15626,-10.409253
0.1823,-10.407892
0.20835,-10.406531
0.23439,-10.40517
0.26043,-10.395647
0.28648,-10.392926
0.31252,-10.390204
0.33856,-10.387484
0.36461,-10.384763
0.39065,-10.38068
0.41669,-10.377959
0.44274,-10.375238
0.46878,-10.371157
0.49482,-10.368436
0.52087,-10.365715
0.54691,-10.362993
0.57296,-10.360272
0.599,-10.358912
0.62504,-10.35619
0.65109,-10.35483
0.67713,-10.353469
0.70317,-10.352108
0.72922,-10.352108
0.75526,-10.350748
,
,
0.0,-10.410613
0.02604,-10.410613
0.05209,-10.409253
0.07813,-10.409253
0.10417,-10.407892
0.13022,-10.406531
0.15626,-10.403811
0.1823,-10.40245
0.20835,-10.399729
0.23439,-10.398369
0.26043,-10.394287
0.28648,-10.383402
0.31252,-10.373878
0.33856,-10.362993
0.36461,-10.35483
0.39065,-10.345305
0.41669,-10.338503
0.44274,-10.330339
0.46878,-10.323536
0.49482,-10.318094
0.52087,-10.312652
0.54691,-10.307209
0.57296,-10.303127
0.599,-10.300406
0.62504,-10.297685
0.65109,-10.294964
0.67713,-10.293603
0.70317,-10.292243
0.72922,-10.290882
0.75526,-10.290882
,
,
0.0,-10.162988
0.02604,-10.162988
0.05209,-10.161627
0.07813,-10.160267
0.10417,-10.158906
0.13022,-10.156185
0.15626,-10.153464
0.1823,-10.150743
0.20835,-10.146661
0.23439,-10.142579
0.26043,-10.137136
0.28648,-10.131694
0.31252,-10.126252
0.33856,-10.120811
0.36461,-10.114007
0.39065,-10.107203
0.41669,-10.099041
0.44274,-10.092237
0.46878,-10.084074
0.49482,-10.07455
0.52087,-10.066387
0.54691,-10.056863
0.57296,-10.048698
0.599,-10.039175
0.62504,-10.031012
0.65109,-10.021487
0.67713,-10.022848
0.70317,-10.024208
0.72922,-10.025569
0.75526,-10.025569
,
,
0.0,-10.162988
0.02604,-10.162988
0.05209,-10.161627
0.07813,-10.160267
0.10417,-10.158906
0.13022,-10.156185
0.15626,-10.153464
0.1823,-10.150743
0.20835,-10.146661
0.23439,-10.142579
0.26043,-10.137136
0.28648,-10.131694
0.31252,-10.126252
0.33856,-10.120811
0.36461,-10.114007
0.39065,-10.107203
0.41669,-10.099041
0.44274,-10.092237
0.46878,-10.084074
0.49482,-10.07455
0.52087,-10.066387
0.54691,-10.056863
0.57296,-10.048698
0.599,-10.039175
0.62504,-10.031012
0.65109,-10.021487
0.67713,-10.014685
0.70317,-10.007882
0.72922,-10.0038
0.75526,-10.002439
,
,
0.0,-9.999718
0.02604,-10.001079
0.05209,-10.001079
0.07813,-9.999718
0.10417,-9.999718
0.13022,-9.998358
0.15626,-9.998358
0.1823,-9.995636
0.20835,-9.994276
0.23439,-9.991555
0.26043,-9.991555
0.28648,-9.990194
0.31252,-9.988834
0.33856,-9.987473
0.36461,-9.986113
0.39065,-9.984752
0.41669,-9.983392
0.44274,-9.988834
0.46878,-9.992915
0.49482,-9.998358
0.52087,-10.002439
0.54691,-10.007882
0.57296,-10.011964
0.599,-10.014685
0.62504,-10.018766
0.65109,-10.021487
0.67713,-10.014685
0.70317,-10.007882
0.72922,-10.0038
0.75526,-10.002439
,
,
0.0,-9.999718
0.02604,-9.999718
0.05209,-9.999718
0.07813,-9.998358
0.10417,-9.996997
0.13022,-9.996997
0.15626,-9.995636
0.1823,-9.994276
0.20835,-9.992915
0.23439,-9.991555
0.26043,-9.988834
0.28648,-9.986113
0.31252,-9.982031
0.33856,-9.977949
0.36461,-9.973867
0.39065,-9.977949
0.41669,-9.983392
0.44274,-9.983392
0.46878,-9.982031
0.49482,-9.98067
0.52087,-9.98067
0.54691,-9.97931
0.57296,-9.97931
0.599,-9.977949
0.62504,-9.977949
0.65109,-9.977949
0.67713,-9.976588
0.70317,-9.976588
0.72922,-9.976588
0.75526,-9.976588
,
,
0.0,-9.934411
0.02604,-9.935771
0.05209,-9.937132
0.07813,-9.938492
0.10417,-9.939853
0.13022,-9.942574
0.15626,-9.943934
0.1823,-9.946655
0.20835,-9.949377
0.23439,-9.952098
0.26043,-9.953459
0.28648,-9.957541
0.31252,-9.962983
0.33856,-9.967064
0.36461,-9.972507
0.39065,-9.968425
0.41669,-9.965704
0.44274,-9.967064
0.46878,-9.967064
0.49482,-9.968425
0.52087,-9.968425
0.54691,-9.968425
0.57296,-9.968425
0.599,-9.967064
0.62504,-9.967064
0.65109,-9.965704
0.67713,-9.964343
0.70317,-9.964343
0.72922,-9.964343
0.75526,-9.962983
,
,
0.0,-9.934411
0.02604,-9.934411
0.05209,-9.934411
0.07813,-9.934411
0.10417,-9.935771
0.13022,-9.937132
0.15626,-9.939853
0.1823,-9.942574
0.20835,-9.945295
0.23439,-9.949377
0.26043,-9.953459
0.28648,-9.95618
0.31252,-9.958901
0.33856,-9.960261
0.36461,-9.962983
0.39065,-9.964343
0.41669,-9.962983
0.44274,-9.95618
0.46878,-9.950737
0.49482,-9.943934
0.52087,-9.937132
0.54691,-9.930329
0.57296,-9.923526
0.599,-9.916722
0.62504,-9.911281
0.65109,-9.905839
0.67713,-9.901756
0.70317,-9.905839
0.72922,-9.911281
0.75526,-9.912641
,
,
0.0,-9.757535
0.02604,-9.758896
0.05209,-9.758896
0.07813,-9.761617
0.10417,-9.762978
0.13022,-9.765698
0.15626,-9.76978
0.1823,-9.772502
0.20835,-9.776583
0.23439,-9.780664
0.26043,-9.787468
0.28648,-9.795631
0.31252,-9.803795
0.33856,-9.810597
0.36461,-9.818761
0.39065,-9.826925
0.41669,-9.835088
0.44274,-9.841891
0.46878,-9.850055
0.49482,-9.856857
0.52087,-9.865021
0.54691,-9.871824
0.57296,-9.877266
0.599,-9.884068
0.62504,-9.889511
0.65109,-9.893593
0.67713,-9.897675
0.70317,-9.905839
0.72922,-9.911281
0.75526,-9.912641
,
,
0.0,-9.757535
0.02604,-9.758896
0.05209,-9.758896
0.07813,-9.761617
0.10417,-9.762978
0.13022,-9.765698
0.15626,-9.76978
0.1823,-9.772502
0.20835,-9.776583
0.23439,-9.780664
0.26043,-9.783386
0.28648,-9.787468
0.31252,-9.79155
0.33856,-9.795631
0.36461,-9.799713
0.39065,-9.803795
0.41669,-9.806516
0.44274,-9.810597
0.46878,-9.813319
0.49482,-9.820122
0.52087,-9.831006
0.54691,-9.843251
