Type,Iteration,converged,ETOT (eV),Eime (s)
first optimization,1,False,-13034.369443297266,10576.7
first optimization,2,False,-13034.555493395592,10526.0
first optimization,3,False,-13034.837680494109,10524.7
first optimization,4,False,-13034.863821516432,10495.6
first optimization,5,True,-13034.863821407314,2802.1
first optimization,1,True,-13034.863825694338,14267.9
