k,Energy (eV)
0.0,-10.52259
0.02601,-10.533473
0.05202,-10.544358
0.07803,-10.555243
0.10404,-10.566128
0.13004,-10.575652
0.15605,-10.586536
0.18206,-10.596061
0.20807,-10.605585
0.23408,-10.615108
0.26009,-10.624633
0.2861,-10.634157
0.31211,-10.64232
0.33812,-10.650483
0.36413,-10.657288
0.39013,-10.66545
0.41614,-10.672253
0.44215,-10.677696
0.46816,-10.684499
0.49417,-10.68994
0.52018,-10.694022
0.54619,-10.699464
0.5722,-10.703547
0.59821,-10.706268
0.62422,-10.708988
0.65022,-10.71171
0.67623,-10.713071
0.70224,-10.714432
0.72825,-10.715792
0.75426,-10.715792
,
,
0.0,-10.52259
0.02601,-10.511705
0.05202,-10.50082
0.07803,-10.489936
0.10404,-10.480412
0.13004,-10.469527
0.15605,-10.458642
0.18206,-10.450479
0.20807,-10.450479
0.23408,-10.450479
0.26009,-10.450479
0.2861,-10.450479
0.31211,-10.450479
0.33812,-10.449118
0.36413,-10.449118
0.39013,-10.449118
0.41614,-10.447757
0.44215,-10.447757
0.46816,-10.446397
0.49417,-10.446397
0.52018,-10.445036
0.54619,-10.445036
0.5722,-10.443676
0.59821,-10.443676
0.62422,-10.443676
0.65022,-10.442316
0.67623,-10.442316
0.70224,-10.442316
0.72825,-10.442316
0.75426,-10.442316
,
,
0.0,-10.446397
0.02601,-10.447757
0.05202,-10.447757
0.07803,-10.449118
0.10404,-10.450479
0.13004,-10.450479
0.15605,-10.450479
0.18206,-10.449118
0.20807,-10.439594
0.23408,-10.43007
0.26009,-10.423267
0.2861,-10.420546
0.31211,-10.417825
0.33812,-10.413744
0.36413,-10.411022
0.39013,-10.40694
0.41614,-10.40422
0.44215,-10.400137
0.46816,-10.397415
0.49417,-10.394695
0.52018,-10.391973
0.54619,-10.389253
0.5722,-10.386531
0.59821,-10.383811
0.62422,-10.38245
0.65022,-10.379728
0.67623,-10.378367
0.70224,-10.378367
0.72825,-10.377007
0.75426,-10.377007
,
,
0.0,-10.446397
0.02601,-10.445036
0.05202,-10.442316
0.07803,-10.440955
0.10404,-10.439594
0.13004,-10.436872
0.15605,-10.434153
0.18206,-10.431431
0.20807,-10.428709
0.23408,-10.425987
0.26009,-10.420546
0.2861,-10.411022
0.31211,-10.402859
0.33812,-10.394695
0.36413,-10.387892
0.39013,-10.381089
0.41614,-10.374287
0.44215,-10.368843
0.46816,-10.362041
0.49417,-10.357959
0.52018,-10.352517
0.54619,-10.349795
0.5722,-10.345715
0.59821,-10.342993
0.62422,-10.340271
0.65022,-10.33755
0.67623,-10.33619
0.70224,-10.334829
0.72825,-10.334829
0.75426,-10.334829
,
,
0.0,-10.149791
0.02601,-10.149791
0.05202,-10.149791
0.07803,-10.14843
0.10404,-10.145709
0.13004,-10.144348
0.15605,-10.141628
0.18206,-10.138906
0.20807,-10.134824
0.23408,-10.132102
0.26009,-10.12666
0.2861,-10.122579
0.31211,-10.117137
0.33812,-10.111695
0.36413,-10.106252
0.39013,-10.099449
0.41614,-10.094007
0.44215,-10.087204
0.46816,-10.080401
0.49417,-10.072238
0.52018,-10.065434
0.54619,-10.057271
0.5722,-10.050468
0.59821,-10.042305
0.62422,-10.034142
0.65022,-10.027338
0.67623,-10.021896
0.70224,-10.016453
0.72825,-10.012372
0.75426,-10.011011
,
,
0.0,-10.149791
0.02601,-10.149791
0.05202,-10.149791
0.07803,-10.14843
0.10404,-10.145709
0.13004,-10.144348
0.15605,-10.141628
0.18206,-10.138906
0.20807,-10.134824
0.23408,-10.132102
0.26009,-10.12666
0.2861,-10.122579
0.31211,-10.117137
0.33812,-10.111695
0.36413,-10.106252
0.39013,-10.099449
0.41614,-10.094007
0.44215,-10.087204
0.46816,-10.080401
0.49417,-10.072238
0.52018,-10.065434
0.54619,-10.057271
0.5722,-10.050468
0.59821,-10.042305
0.62422,-10.034142
0.65022,-10.027338
0.67623,-10.021896
0.70224,-10.016453
0.72825,-10.012372
0.75426,-10.011011
,
,
0.0,-9.945704
0.02601,-9.947063
0.05202,-9.945704
0.07803,-9.945704
0.10404,-9.945704
0.13004,-9.944344
0.15605,-9.942983
0.18206,-9.941622
0.20807,-9.940261
0.23408,-9.9389
0.26009,-9.9389
0.2861,-9.937539
0.31211,-9.93618
0.33812,-9.934819
0.36413,-9.933458
0.39013,-9.9389
0.41614,-9.944344
0.44215,-9.948424
0.46816,-9.953867
0.49417,-9.957949
0.52018,-9.96203
0.54619,-9.966111
0.5722,-9.970194
0.59821,-9.972916
0.62422,-9.975636
0.65022,-9.978357
0.67623,-9.981079
0.70224,-9.982439
0.72825,-9.982439
0.75426,-9.982439
,
,
0.0,-9.945704
0.02601,-9.945704
0.05202,-9.945704
0.07803,-9.945704
0.10404,-9.944344
0.13004,-9.942983
0.15605,-9.942983
0.18206,-9.941622
0.20807,-9.940261
0.23408,-9.937539
0.26009,-9.934819
0.2861,-9.932097
0.31211,-9.929377
0.33812,-9.929377
0.36413,-9.933458
0.39013,-9.933458
0.41614,-9.932097
0.44215,-9.930737
0.46816,-9.930737
0.49417,-9.929377
0.52018,-9.928016
0.54619,-9.928016
0.5722,-9.926655
0.59821,-9.926655
0.62422,-9.926655
0.65022,-9.925296
0.67623,-9.930737
0.70224,-9.93618
0.72825,-9.940261
0.75426,-9.941622
,
,
0.0,-9.888558
0.02601,-9.889919
0.05202,-9.89128
0.07803,-9.892641
0.10404,-9.895363
0.13004,-9.898083
0.15605,-9.900805
0.18206,-9.903525
0.20807,-9.907606
0.23408,-9.911689
0.26009,-9.915771
0.2861,-9.919852
0.31211,-9.923935
0.33812,-9.925296
0.36413,-9.921213
0.39013,-9.91713
0.41614,-9.911689
0.44215,-9.907606
0.46816,-9.902164
0.49417,-9.900805
0.52018,-9.900805
0.54619,-9.900805
0.5722,-9.900805
0.59821,-9.908967
0.62422,-9.91713
0.65022,-9.923935
0.67623,-9.930737
0.70224,-9.93618
0.72825,-9.940261
0.75426,-9.941622
,
,
0.0,-9.888558
0.02601,-9.888558
0.05202,-9.888558
0.07803,-9.888558
0.10404,-9.888558
0.13004,-9.889919
0.15605,-9.889919
0.18206,-9.89128
0.20807,-9.892641
0.23408,-9.892641
0.26009,-9.894002
0.2861,-9.895363
0.31211,-9.896724
0.33812,-9.896724
0.36413,-9.898083
0.39013,-9.899444
0.41614,-9.899444
0.44215,-9.900805
0.46816,-9.900805
0.49417,-9.898083
0.52018,-9.892641
0.54619,-9.894002
0.5722,-9.900805
0.59821,-9.908967
0.62422,-9.91713
0.65022,-9.923935
0.67623,-9.925296
0.70224,-9.925296
0.72825,-9.925296
0.75426,-9.925296
,
,
0.0,-9.778353
0.02601,-9.778353
0.05202,-9.779714
0.07803,-9.782434
0.10404,-9.785155
0.13004,-9.789238
0.15605,-9.793319
0.18206,-9.7974
0.20807,-9.802842
0.23408,-9.808286
0.26009,-9.813727
0.2861,-9.82053
0.31211,-9.825973
0.33812,-9.832775
0.36413,-9.839578
0.39013,-9.846381
0.41614,-9.854545
0.44215,-9.861347
0.46816,-9.869511
0.49417,-9.877675
