k,Energy (eV)
0.0,-10.635245
0.02609,-10.647491
0.05218,-10.659736
0.07827,-10.671981
0.10436,-10.682865
0.13045,-10.695111
0.15654,-10.705996
0.18263,-10.71688
0.20871,-10.727764
0.2348,-10.737288
0.26089,-10.748174
0.28698,-10.756336
0.31307,-10.765861
0.33916,-10.774025
0.36525,-10.782187
0.39134,-10.790351
0.41742,-10.797154
0.44351,-10.803957
0.4696,-10.809399
0.49569,-10.816202
0.52178,-10.820284
0.54787,-10.825727
0.57396,-10.829808
0.60005,-10.832529
0.62614,-10.83525
0.65222,-10.837972
0.67831,-10.840693
0.7044,-10.842053
0.73049,-10.842053
0.75658,-10.842053
,
,
0.0,-10.635245
0.02609,-10.621639
0.05218,-10.609394
0.07827,-10.595788
0.10436,-10.583544
0.13045,-10.574019
0.15654,-10.571298
0.18263,-10.569937
0.20871,-10.567216
0.2348,-10.564495
0.26089,-10.561773
0.28698,-10.557693
0.31307,-10.554971
0.33916,-10.550889
0.36525,-10.546807
0.39134,-10.541365
0.41742,-10.537283
0.44351,-10.533201
0.4696,-10.52776
0.49569,-10.522317
0.52178,-10.518235
0.54787,-10.512793
0.57396,-10.50735
0.60005,-10.503269
0.62614,-10.499187
0.65222,-10.495106
0.67831,-10.492384
0.7044,-10.489663
0.73049,-10.488302
0.75658,-10.488302
,
,
0.0,-10.575379
0.02609,-10.57674
0.05218,-10.575379
0.07827,-10.575379
0.10436,-10.574019
0.13045,-10.569937
0.15654,-10.565855
0.18263,-10.563134
0.20871,-10.560413
0.2348,-10.556332
0.26089,-10.55225
0.28698,-10.548168
0.31307,-10.542726
0.33916,-10.538644
0.36525,-10.533201
0.39134,-10.526399
0.41742,-10.520956
0.44351,-10.514153
0.4696,-10.50735
0.49569,-10.500548
0.52178,-10.493745
0.54787,-10.485581
0.57396,-10.478779
0.60005,-10.470615
0.62614,-10.462451
0.65222,-10.454288
0.67831,-10.446125
0.7044,-10.436601
0.73049,-10.428436
0.75658,-10.422995
,
,
0.0,-10.575379
0.02609,-10.575379
0.05218,-10.574019
0.07827,-10.572659
0.10436,-10.571298
0.13045,-10.568577
0.15654,-10.556332
0.18263,-10.544086
0.20871,-10.530481
0.2348,-10.518235
0.26089,-10.50599
0.28698,-10.493745
0.31307,-10.4815
0.33916,-10.470615
0.36525,-10.45973
0.39134,-10.450207
0.41742,-10.440682
0.44351,-10.433879
0.4696,-10.427076
0.49569,-10.421635
0.52178,-10.416192
0.54787,-10.41347
0.57396,-10.410749
0.60005,-10.409389
0.62614,-10.408029
0.65222,-10.406668
0.67831,-10.406668
0.7044,-10.406668
0.73049,-10.408029
0.75658,-10.414831
,
,
0.0,-10.246119
0.02609,-10.252922
0.05218,-10.258365
