k,Energy (eV)
0.0,-10.604361
0.02611,-10.616606
0.05222,-10.628851
0.07832,-10.639734
0.10443,-10.65062
0.13054,-10.661504
0.15664,-10.672389
0.18275,-10.681913
0.20885,-10.692798
0.23496,-10.702322
0.26107,-10.710485
0.28717,-10.720009
0.31328,-10.728172
0.33938,-10.736338
0.36549,-10.7445
0.3916,-10.751303
0.4177,-10.758105
0.44381,-10.763549
0.46991,-10.77035
0.49602,-10.775794
0.52213,-10.779875
0.54823,-10.783957
0.57434,-10.788038
0.60044,-10.792121
0.62655,-10.794842
0.65266,-10.796202
0.67876,-10.798923
0.70487,-10.800283
0.73097,-10.800283
0.75708,-10.800283
,
,
0.0,-10.604361
0.02611,-10.592114
0.05222,-10.57987
0.07832,-10.567625
0.10443,-10.555379
0.13054,-10.544495
0.15664,-10.543134
0.18275,-10.540414
0.20885,-10.539053
0.23496,-10.536331
0.26107,-10.533609
0.28717,-10.529529
0.31328,-10.525446
0.33938,-10.522725
0.36549,-10.518644
0.3916,-10.513201
0.4177,-10.50912
0.44381,-10.503676
0.46991,-10.498235
0.49602,-10.492792
0.52213,-10.48735
0.54823,-10.481909
0.57434,-10.476465
0.60044,-10.469663
0.62655,-10.46422
0.65266,-10.460139
0.67876,-10.454696
0.70487,-10.450615
0.73097,-10.447893
0.75708,-10.447893
,
,
0.0,-10.547216
0.02611,-10.547216
0.05222,-10.547216
0.07832,-10.545856
0.10443,-10.545856
0.13054,-10.543134
0.15664,-10.537692
0.18275,-10.53497
0.20885,-10.532248
0.23496,-10.529529
0.26107,-10.525446
0.28717,-10.521365
0.31328,-10.517283
0.33938,-10.513201
0.36549,-10.50912
0.3916,-10.503676
0.4177,-10.499596
0.44381,-10.494153
0.46991,-10.488711
0.49602,-10.483268
0.52213,-10.477826
0.54823,-10.471024
0.57434,-10.465581
0.60044,-10.460139
0.62655,-10.454696
0.65266,-10.450615
0.67876,-10.446532
0.70487,-10.442451
0.73097,-10.439731
0.75708,-10.439731
,
,
0.0,-10.547216
0.02611,-10.545856
0.05222,-10.544495
0.07832,-10.544495
0.10443,-10.541773
0.13054,-10.540414
0.15664,-10.53089
0.18275,-10.518644
0.20885,-10.505037
0.23496,-10.492792
0.26107,-10.480548
0.28717,-10.468303
0.31328,-10.456057
0.33938,-10.443811
0.36549,-10.432928
0.3916,-10.420682
0.4177,-10.409798
0.44381,-10.400273
0.46991,-10.389388
0.49602,-10.379865
0.52213,-10.371701
0.54823,-10.363538
0.57434,-10.358095
