Energy (eV),COHP,Int. COHP
-12.409238,0.0,0.0
-12.390326,0.0,0.0
-12.371414,0.0,0.0
-12.352502,0.0,0.0
-12.33359,0.0,0.0
-12.314678,0.0,0.0
-12.295766,0.0,0.0
-12.276853,0.0,0.0
-12.257941,0.0,0.0
-12.239029,0.0,0.0
-12.220117,0.0,0.0
-12.201205,0.0,0.0
-12.182293,0.0,0.0
-12.163381,0.0,0.0
-12.144605,0.0,0.0
-12.125693,0.0,0.0
-12.106781,0.0,0.0
-12.087869,0.0,0.0
-12.068957,0.0,0.0
-12.050045,0.0,0.0
-12.031133,0.0,0.0
-12.012221,0.0,0.0
-11.993309,0.0,0.0
-11.974397,0.0,0.0
-11.955484,0.0,0.0
-11.936572,0.0,0.0
-11.91766,0.0,0.0
-11.898748,0.0,0.0
-11.879836,0.0,0.0
-11.860924,0.0,0.0
-11.842012,0.0,0.0
-11.8231,0.0,0.0
-11.804188,0.0,0.0
-11.785276,0.0,0.0
-11.766364,0.0,0.0
-11.747452,0.0,0.0
-11.72854,0.0,0.0
-11.709628,0.0,0.0
-11.690716,0.0,0.0
-11.671804,0.0,0.0
-11.652891,0.0,0.0
-11.633979,0.0,0.0
-11.615067,0.0,0.0
-11.596155,0.0,0.0
-11.577379,0.0,0.0
-11.558467,0.0,0.0
-11.539555,0.0,0.0
-11.520643,0.0,0.0
-11.501731,0.0,0.0
-11.482819,0.0,0.0
-11.463907,0.0,0.0
-11.444995,0.0,0.0
-11.426083,0.0,0.0
-11.407171,0.0,0.0
-11.388259,0.0,0.0
-11.369347,0.0,0.0
-11.350435,0.0,0.0
-11.331523,0.0,0.0
-11.31261,0.0,0.0
-11.293698,0.0,0.0
-11.274786,0.0,0.0
-11.255874,0.0,0.0
-11.236962,0.0,0.0
-11.21805,0.0,0.0
-11.199138,0.0,0.0
-11.180226,0.0,0.0
-11.161314,0.0,0.0
-11.142402,0.0,0.0
-11.12349,0.0,0.0
-11.104578,0.0,0.0
-11.085666,0.0,0.0
-11.066754,0.0,0.0
-11.047842,0.0,0.0
-11.029066,0.0,0.0
-11.010154,0.0,0.0
-10.991241,0.0,0.0
-10.972329,0.0,0.0
-10.953417,0.0,0.0
-10.934505,0.181462,0.001912
-10.915593,0.299546,0.006674
-10.896681,0.367807,0.012898
-10.877769,0.435065,0.020598
-10.858857,0.480415,0.029218
-10.839945,0.547307,0.038926
-10.821033,0.639064,0.049903
-10.802121,0.705918,0.063195
-10.783209,0.647924,0.07565
-10.764297,0.645915,0.088311
-10.745385,0.674656,0.101392
-10.726473,0.67422,0.113163
-10.707561,1.081701,0.130414
-10.688648,0.746503,0.146556
-10.669736,1.074662,0.164155
-10.650824,1.017833,0.183801
-10.631912,1.03494,0.203542
-10.613,1.079633,0.223323
-10.594088,1.077425,0.243699
-10.575176,1.023131,0.26343
-10.556264,0.88684,0.282405
-10.537352,0.566986,0.296786
-10.51844,0.571533,0.307173
-10.499528,0.892939,0.321486
-10.480616,1.123862,0.340509
-10.46184,0.829408,0.357847
-10.442928,0.73312,0.371531
-10.424016,0.859606,0.38781
-10.405104,1.217903,0.407525
-10.386192,0.880934,0.426627
-10.367279,0.815592,0.44219
-10.348367,0.82317,0.457892
-10.329455,0.698157,0.473489
-10.310543,0.533317,0.484359
-10.291631,0.715149,0.500817
-10.272719,0.716949,0.514161
-10.253807,0.750898,0.528145
-10.234895,0.802627,0.542821
-10.215983,0.86371,0.558951
-10.197071,1.064779,0.575846
-10.178159,1.18957,0.598304
-10.159247,1.455029,0.623948
-10.140335,0.845725,0.645544
-10.121423,0.826407,0.660689
-10.102511,0.968886,0.678431
-10.083599,1.446215,0.701993
-10.064686,2.073898,0.736525
-10.045774,1.310393,0.768491
-10.026862,2.095499,0.798324
-10.00795,1.765854,0.838594
-9.989038,1.953709,0.873313
-9.970126,3.013414,0.92621
-9.951214,3.696741,0.996428
-9.932302,2.753893,1.055952
-9.913526,1.845145,1.105812
-9.894614,4.245106,1.157189
-9.875702,3.646354,1.250196
-9.85679,5.762171,1.324096
-9.837878,5.314786,1.436224
-9.818966,4.095587,1.539714
-9.800054,3.950434,1.632894
-9.781142,0.334489,1.674881
-9.76223,0.0,1.675889
-9.743317,0.966403,1.681203
-9.724405,0.989314,1.698957
-9.705493,1.549184,1.722336
-9.686581,2.147716,1.751224
-9.667669,2.759099,1.835165
-9.648757,3.121448,1.876841
-9.629845,2.411097,1.936565
-9.610933,1.548972,1.979499
-9.592021,0.384546,1.988654
-9.573109,2.43332,2.024173
-9.554197,2.049775,2.06146
-9.535285,1.038308,2.119413
-9.516373,3.198678,2.168743
-9.497461,1.600638,2.220105
-9.478549,0.792925,2.237833
-9.459637,0.395328,2.246184
-9.440724,7.613869,2.299441
-9.421812,5.705445,2.409644
-9.4029,3.444899,2.498808
-9.383988,1.922231,2.567538
-9.365076,4.991999,2.647758
-9.3463,4.096959,2.735628
-9.327388,1.842277,2.834329
-9.308476,0.0,2.839287
-9.289564,0.0,2.839287
-9.270652,0.0,2.839287
-9.25174,0.0,2.839287
-9.232828,0.0,2.839287
-9.213916,0.0,2.839287
-9.195004,0.0,2.839287
-9.176092,0.0,2.839287
-9.15718,0.0,2.839287
-9.138268,0.0,2.839287
-9.119355,0.0,2.839287
-9.100443,0.0,2.839287
-9.081531,0.0,2.839287
-9.062619,0.046709,2.839304
-9.043707,2.070818,2.858741
-9.024795,3.15731,2.92226
-9.005883,2.57603,2.949922
-8.986971,2.676051,3.027155
-8.968059,0.305212,3.045905
-8.949147,0.0,3.046599
-8.930235,0.0,3.046599
-8.911323,0.0,3.046599
-8.892411,0.0,3.046599
-8.873499,0.0,3.046599
-8.854587,0.0,3.046599
-8.835675,0.0,3.046599
-8.816762,0.0,3.046599
-8.797986,0.0,3.046599
-8.779074,0.0,3.046599
-8.760162,0.0,3.046599
-8.74125,0.0,3.046599
-8.722338,0.0,3.046599
-8.703426,0.0,3.046599
-8.684514,0.0,3.046599
-8.665602,0.0,3.046599
-8.64669,0.0,3.046599
-8.627778,0.0,3.046599
-8.608866,0.0,3.046599
-8.589954,0.0,3.046599
-8.571042,0.0,3.046599
-8.55213,0.0,3.046599
-8.533218,0.0,3.046599
-8.514306,0.0,3.046599
-8.495393,0.0,3.046599
-8.476481,0.0,3.046599
-8.457569,0.0,3.046599
-8.438657,0.0,3.046599
-8.419745,0.0,3.046599
-8.400833,0.0,3.046599
-8.381921,0.0,3.046599
-8.363009,0.0,3.046599
-8.344097,0.0,3.046599
-8.325185,0.0,3.046599
-8.306273,0.0,3.046599
-8.287361,0.0,3.046599
-8.268449,0.0,3.046599
-8.249537,0.0,3.046599
-8.230761,0.0,3.046599
-8.211849,0.0,3.046599
-8.192937,0.0,3.046599
-8.174024,0.0,3.046599
-8.155112,0.0,3.046599
-8.1362,0.0,3.046599
-8.117288,0.0,3.046599
-8.098376,0.0,3.046599
-8.079464,0.0,3.046599
-8.060552,0.0,3.046599
-8.04164,0.0,3.046599
-8.022728,0.0,3.046599
-8.003816,0.0,3.046599
-7.984904,0.0,3.046599
-7.965992,0.0,3.046599
-7.94708,0.0,3.046599
-7.928168,0.0,3.046599
-7.909256,0.0,3.046599
-7.890344,0.0,3.046599
-7.871432,0.0,3.046599
-7.852519,0.0,3.046599
-7.833607,0.0,3.046599
-7.814695,0.0,3.046599
-7.795783,0.0,3.046599
-7.776871,0.0,3.046599
-7.757959,0.0,3.046599
-7.739047,0.0,3.046599
-7.720135,0.0,3.046599
-7.701223,0.0,3.046599
-7.682447,0.0,3.046599
-7.663535,0.0,3.046599
-7.644623,0.0,3.046599
-7.625711,0.0,3.046599
-7.606799,0.0,3.046599
-7.587887,0.0,3.046599
-7.568975,0.0,3.046599
-7.550063,0.0,3.046599
-7.53115,0.0,3.046599
-7.512238,0.0,3.046599
-7.493326,0.0,3.046599
-7.474414,0.0,3.046599
-7.455502,0.0,3.046599
-7.43659,0.0,3.046599
-7.417678,0.0,3.046599
-7.398766,0.0,3.046599
-7.379854,0.0,3.046599
-7.360942,0.0,3.046599
-7.34203,0.0,3.046599
-7.323118,0.0,3.046599
-7.304206,0.0,3.046599
-7.285294,0.0,3.046599
-7.266382,0.0,3.046599
-7.24747,0.0,3.046599
-7.228557,0.0,3.046599
-7.209645,0.0,3.046599
-7.190733,0.0,3.046599
-7.171821,0.0,3.046599
-7.152909,0.0,3.046599
-7.133997,0.0,3.046599
-7.115221,0.0,3.046599
-7.096309,0.0,3.046599
-7.077397,0.0,3.046599
-7.058485,0.0,3.046599
-7.039573,0.0,3.046599
-7.020661,0.0,3.046599
-7.001749,0.0,3.046599
-6.982837,0.0,3.046599
-6.963925,0.0,3.046599
-6.945013,0.0,3.046599
-6.926101,0.0,3.046599
-6.907188,0.0,3.046599
-6.888276,0.0,3.046599
-6.869364,0.0,3.046599
-6.850452,0.0,3.046599
-6.83154,0.0,3.046599
-6.812628,0.0,3.046599
-6.793716,0.0,3.046599
-6.774804,0.0,3.046599
-6.755892,0.0,3.046599
-6.73698,0.0,3.046599
-6.718068,0.0,3.046599
-6.699156,0.0,3.046599
-6.680244,0.0,3.046599
-6.661332,0.0,3.046599
-6.64242,0.0,3.046599
-6.623508,0.0,3.046599
-6.604595,0.0,3.046599
-6.585683,0.0,3.046599
-6.566907,0.0,3.046599
-6.547995,0.0,3.046599
-6.529083,0.0,3.046599
-6.510171,0.0,3.046599
-6.491259,0.0,3.046599
-6.472347,0.0,3.046599
-6.453435,0.0,3.046599
-6.434523,0.0,3.046599
-6.415611,0.0,3.046599
-6.396699,0.0,3.046599
-6.377787,0.0,3.046599
-6.358875,0.0,3.046599
-6.339963,0.0,3.046599
-6.321051,0.0,3.046599
-6.302139,0.0,3.046599
-6.283226,0.0,3.046599
-6.264314,0.0,3.046599
-6.245402,0.0,3.046599
-6.22649,0.0,3.046599
-6.207578,0.0,3.046599
-6.188666,0.0,3.046599
-6.169754,0.032091,3.046644
-6.150842,0.18238,3.049063
-6.13193,0.272441,3.053597
-6.113018,0.357518,3.059516
-6.094106,0.439805,3.067134
-6.075194,0.537318,3.076276
-6.056282,1.167478,3.091062
-6.03737,1.812816,3.117649
-6.018458,1.952982,3.156365
-5.999682,1.492678,3.18769
-5.98077,0.886275,3.210628
-5.961857,0.083519,3.219946
-5.942945,0.185748,3.220857
-5.924033,0.796273,3.229687
-5.905121,1.033966,3.24844
-5.886209,1.152114,3.269314
-5.867297,1.245256,3.292022
-5.848385,1.253645,3.31612
-5.829473,0.779167,3.334486
-5.810561,0.559356,3.346966
-5.791649,0.416751,3.356132
-5.772737,0.310676,3.362987
-5.753825,0.219546,3.367992
-5.734913,0.128966,3.371211
-5.716001,0.018213,3.372817
-5.697089,0.0,3.372861
-5.678177,0.0,3.372861
-5.659264,0.0,3.372861
-5.640352,0.0,3.372861
-5.62144,0.0,3.372861
-5.602528,0.0,3.372861
-5.583616,0.0,3.372861
-5.564704,0.0,3.372861
-5.545792,0.0,3.372861
-5.52688,0.0,3.372861
-5.507968,0.0,3.372861
-5.489056,0.0,3.372861
-5.470144,0.0,3.372861
-5.451368,0.0,3.372861
-5.432456,0.0,3.372861
-5.413544,0.0,3.372861
-5.394632,0.0,3.372861
-5.37572,0.0,3.372861
-5.356808,0.0,3.372861
-5.337895,0.0,3.372861
-5.318983,0.0,3.372861
-5.300071,0.0,3.372861
-5.281159,0.0,3.372861
-5.262247,0.0,3.372861
-5.243335,0.0,3.372861
-5.224423,0.0,3.372861
-5.205511,0.0,3.372861
-5.186599,0.0,3.372861
-5.167687,0.0,3.372861
-5.148775,0.0,3.372861
-5.129863,0.0,3.372861
-5.110951,0.0,3.372861
-5.092039,0.0,3.372861
-5.073127,0.0,3.372861
-5.054215,0.0,3.372861
-5.035302,0.0,3.372861
-5.01639,0.0,3.372861
-4.997478,0.0,3.372861
-4.978566,0.0,3.372861
-4.959654,0.0,3.372861
-4.940742,0.0,3.372861
-4.92183,0.031268,3.372904
-4.902918,1.420199,3.387521
-4.884142,1.981672,3.420065
-4.86523,2.593129,3.46302
-4.846318,3.909475,3.527425
-4.827406,3.981192,3.602676
-4.808494,3.140345,3.669555
-4.789582,1.265058,3.716162
-4.77067,1.143835,3.72858
-4.751758,3.137324,3.765252
-4.732846,7.361285,3.845847
-4.713933,8.673372,4.013546
-4.695021,9.242814,4.187295
-4.676109,8.26313,4.37064
-4.657197,7.556737,4.538895
-4.638285,3.761281,4.668537
-4.619373,10.489285,4.825225
-4.600461,6.032278,4.952923
-4.581549,4.085675,5.042595
-4.562637,5.294454,5.168578
-4.543725,4.41129,5.26044
-4.524813,6.394203,5.35081
-4.505901,5.650614,5.459532
-4.486989,2.761172,5.542275
