k,Energy (eV)
0.0,-10.584224
0.02608,-10.595108
0.05215,-10.605992
0.07823,-10.616878
0.10431,-10.627762
0.13039,-10.638646
0.15646,-10.649531
0.18254,-10.660416
0.20862,-10.66994
0.23469,-10.679464
0.26077,-10.688988
0.28685,-10.698512
0.31293,-10.706676
0.339,-10.714839
0.36508,-10.723002
0.39116,-10.731166
0.41724,-10.737968
0.44331,-10.744772
0.46939,-10.750215
0.49547,-10.755656
0.52154,-10.761099
0.54762,-10.766541
0.5737,-10.770622
0.59978,-10.773344
0.62585,-10.777426
0.65193,-10.778787
0.67801,-10.781507
0.70409,-10.782868
0.73016,-10.782868
0.75624,-10.784229
,
,
0.0,-10.584224
0.02608,-10.573339
0.05215,-10.561093
0.07823,-10.550209
0.10431,-10.539325
0.13039,-10.52844
0.15646,-10.518916
0.18254,-10.510753
0.20862,-10.510753
0.23469,-10.510753
0.26077,-10.510753
0.28685,-10.509392
0.31293,-10.509392
0.339,-10.509392
0.36508,-10.508031
0.39116,-10.508031
0.41724,-10.50667
0.44331,-10.50667
0.46939,-10.50531
0.49547,-10.50531
0.52154,-10.503949
0.54762,-10.503949
0.5737,-10.502588
0.59978,-10.502588
0.62585,-10.502588
0.65193,-10.501228
0.67801,-10.501228
0.70409,-10.501228
0.73016,-10.501228
0.75624,-10.501228
,
,
0.0,-10.50531
0.02608,-10.50667
0.05215,-10.508031
0.07823,-10.509392
0.10431,-10.509392
0.13039,-10.509392
0.15646,-10.510753
0.18254,-10.508031
0.20862,-10.497146
0.23469,-10.487622
0.26077,-10.483541
0.28685,-10.479459
0.31293,-10.476738
0.339,-10.474016
0.36508,-10.469934
0.39116,-10.467213
0.41724,-10.463132
0.44331,-10.460411
0.46939,-10.456329
0.49547,-10.453608
0.52154,-10.450887
0.54762,-10.448165
0.5737,-10.445444
0.59978,-10.442723
0.62585,-10.441362
0.65193,-10.440001
0.67801,-10.438642
0.70409,-10.437281
0.73016,-10.437281
0.75624,-10.435921
,
,
0.0,-10.50531
0.02608,-10.503949
0.05215,-10.502588
0.07823,-10.501228
0.10431,-10.498507
0.13039,-10.495786
0.15646,-10.494425
0.18254,-10.491704
0.20862,-10.488983
0.23469,-10.486262
0.26077,-10.478098
0.28685,-10.469934
0.31293,-10.460411
0.339,-10.453608
0.36508,-10.445444
0.39116,-10.438642
0.41724,-10.431839
0.44331,-10.425035
0.46939,-10.419593
0.49547,-10.41415
0.52154,-10.410069
0.54762,-10.405988
0.5737,-10.403267
0.59978,-10.399184
0.62585,-10.396463
0.65193,-10.395103
0.67801,-10.393743
0.70409,-10.392382
0.73016,-10.391021
0.75624,-10.391021
,
,
0.0,-10.2019
0.02608,-10.2019
0.05215,-10.20054
0.07823,-10.199179
0.10431,-10.197819
0.13039,-10.196458
0.15646,-10.193737
0.18254,-10.189655
0.20862,-10.186934
0.23469,-10.182853
0.26077,-10.17741
0.28685,-10.173328
0.31293,-10.167886
0.339,-10.162444
0.36508,-10.155641
0.39116,-10.148838
0.41724,-10.142035
0.44331,-10.135232
0.46939,-10.128429
0.49547,-10.120265
0.52154,-10.112103
0.54762,-10.103939
0.5737,-10.095776
0.59978,-10.087611
0.62585,-10.079449
0.65193,-10.072645
0.67801,-10.065843
0.70409,-10.059039
0.73016,-10.056318
0.75624,-10.053597
,
,
0.0,-10.2019
0.02608,-10.2019
0.05215,-10.20054
0.07823,-10.199179
0.10431,-10.197819
0.13039,-10.196458
0.15646,-10.193737
0.18254,-10.189655
0.20862,-10.186934
0.23469,-10.182853
0.26077,-10.17741
0.28685,-10.173328
0.31293,-10.167886
0.339,-10.162444
0.36508,-10.155641
0.39116,-10.148838
0.41724,-10.142035
0.44331,-10.135232
0.46939,-10.128429
0.49547,-10.120265
0.52154,-10.112103
0.54762,-10.103939
0.5737,-10.095776
0.59978,-10.087611
0.62585,-10.079449
0.65193,-10.072645
0.67801,-10.065843
0.70409,-10.059039
0.73016,-10.056318
0.75624,-10.053597
,
,
0.0,-9.98965
0.02608,-9.98965
0.05215,-9.98965
0.07823,-9.988289
0.10431,-9.988289
0.13039,-9.988289
0.15646,-9.986929
0.18254,-9.985568
0.20862,-9.985568
0.23469,-9.984207
0.26077,-9.982847
0.28685,-9.982847
0.31293,-9.981486
0.339,-9.980125
0.36508,-9.980125
0.39116,-9.978765
0.41724,-9.978765
0.44331,-9.984207
0.46939,-9.98965
0.49547,-9.993731
0.52154,-9.997814
0.54762,-10.001896
0.5737,-10.005977
0.59978,-10.010058
0.62585,-10.012779
0.65193,-10.015501
0.67801,-10.016862
0.70409,-10.018222
0.73016,-10.019583
0.75624,-10.019583
,
,
0.0,-9.98965
0.02608,-9.98965
0.05215,-9.988289
0.07823,-9.988289
0.10431,-9.986929
0.13039,-9.985568
0.15646,-9.984207
0.18254,-9.982847
0.20862,-9.980125
0.23469,-9.977405
0.26077,-9.974684
0.28685,-9.970602
0.31293,-9.96652
0.339,-9.963799
0.36508,-9.969241
0.39116,-9.974684
0.41724,-9.977405
0.44331,-9.977405
0.46939,-9.976045
0.49547,-9.976045
0.52154,-9.974684
0.54762,-9.974684
0.5737,-9.973324
0.59978,-9.973324
0.62585,-9.973324
0.65193,-9.971963
0.67801,-9.973324
0.70409,-9.978765
0.73016,-9.982847
0.75624,-9.984207
,
,
0.0,-9.924342
0.02608,-9.925702
0.05215,-9.927063
0.07823,-9.928424
0.10431,-9.929784
0.13039,-9.932506
0.15646,-9.935226
0.18254,-9.937948
0.20862,-9.94203
0.23469,-9.946112
0.26077,-9.950192
0.28685,-9.954274
0.31293,-9.959717
0.339,-9.962439
0.36508,-9.958357
0.39116,-9.954274
0.41724,-9.948833
0.44331,-9.943391
0.46939,-9.937948
0.49547,-9.936587
0.52154,-9.936587
0.54762,-9.936587
0.5737,-9.940669
0.59978,-9.948833
0.62585,-9.958357
0.65193,-9.965159
0.67801,-9.973324
0.70409,-9.978765
0.73016,-9.982847
0.75624,-9.984207
,
,
0.0,-9.924342
0.02608,-9.924342
0.05215,-9.924342
0.07823,-9.924342
0.10431,-9.924342
0.13039,-9.925702
0.15646,-9.925702
0.18254,-9.927063
0.20862,-9.928424
0.23469,-9.929784
0.26077,-9.931145
0.28685,-9.932506
0.31293,-9.933867
0.339,-9.933867
0.36508,-9.935226
0.39116,-9.936587
0.41724,-9.936587
0.44331,-9.936587
0.46939,-9.936587
0.49547,-9.932506
0.52154,-9.927063
0.54762,-9.932506
0.5737,-9.940669
0.59978,-9.948833
0.62585,-9.958357
0.65193,-9.965159
0.67801,-9.971963
0.70409,-9.971963
0.73016,-9.971963
0.75624,-9.971963
,
,
0.0,-9.810054
0.02608,-9.811415
0.05215,-9.812775
0.07823,-9.815495
0.10431,-9.818216
0.13039,-9.822298
0.15646,-9.826381
0.18254,-9.831823
0.20862,-9.837265
0.23469,-9.842707
0.26077,-9.848149
0.28685,-9.854953
0.31293,-9.861755
0.339,-9.868558
0.36508,-9.875361
0.39116,-9.883525
0.41724,-9.890328
0.44331,-9.898491
0.46939,-9.906654
0.49547,-9.914819
0.52154,-9.924342
0.54762,-9.932506
0.5737,-9.936587
0.59978,-9.936587
0.62585,-9.935226
0.65193,-9.935226
0.67801,-9.933867
0.70409,-9.933867
0.73016,-9.933867
0.75624,-9.933867
,
,
0.0,-9.810054
