k,Energy (eV)
0.0,-10.578373
0.02606,-10.587896
0.05213,-10.598782
0.0782,-10.609666
0.10427,-10.61919
0.13033,-10.630075
0.1564,-10.639599
0.18247,-10.649123
0.20854,-10.658648
0.2346,-10.668171
0.26067,-10.677695
0.28674,-10.685859
0.31281,-10.694022
0.33888,-10.702186
0.36494,-10.710349
0.39101,-10.717153
0.41708,-10.723955
0.44315,-10.729397
0.46921,-10.7362
0.49528,-10.741643
0.52135,-10.745724
0.54742,-10.751166
0.57349,-10.755248
0.59955,-10.75797
0.62562,-10.760691
0.65169,-10.763412
0.67776,-10.764772
0.70382,-10.766133
0.72989,-10.767494
0.75596,-10.767494
,
,
0.0,-10.578373
0.02606,-10.567489
0.05213,-10.556603
0.0782,-10.54708
0.10427,-10.536195
0.13033,-10.526671
0.1564,-10.515786
0.18247,-10.506262
0.20854,-10.504901
0.2346,-10.504901
0.26067,-10.506262
0.28674,-10.506262
0.31281,-10.506262
0.33888,-10.506262
0.36494,-10.504901
0.39101,-10.504901
0.41708,-10.504901
0.44315,-10.504901
0.46921,-10.504901
0.49528,-10.504901
0.52135,-10.503541
0.54742,-10.503541
0.57349,-10.503541
0.59955,-10.503541
0.62562,-10.503541
0.65169,-10.503541
0.67776,-10.50218
0.70382,-10.50218
0.72989,-10.50218
0.75596,-10.50218
,
,
0.0,-10.499459
0.02606,-10.499459
0.05213,-10.50082
0.0782,-10.50218
0.10427,-10.503541
0.13033,-10.503541
0.1564,-10.504901
0.18247,-10.504901
0.20854,-10.496738
0.2346,-10.487214
0.26067,-10.479051
0.28674,-10.47769
0.31281,-10.474969
0.33888,-10.472248
0.36494,-10.469527
0.39101,-10.466805
0.41708,-10.464085
0.44315,-10.462724
0.46921,-10.460003
0.49528,-10.457281
0.52135,-10.45592
0.54742,-10.453199
0.57349,-10.451838
0.59955,-10.450479
0.62562,-10.449118
0.65169,-10.447757
0.67776,-10.446397
0.70382,-10.446397
0.72989,-10.445036
0.75596,-10.445036
,
,
0.0,-10.499459
0.02606,-10.498099
0.05213,-10.495378
0.0782,-10.494018
0.10427,-10.492657
0.13033,-10.489935
0.1564,-10.488575
0.18247,-10.485853
0.20854,-10.484493
0.2346,-10.481771
0.26067,-10.479051
0.28674,-10.470887
0.31281,-10.462724
0.33888,-10.45456
0.36494,-10.447757
0.39101,-10.440955
0.41708,-10.434152
0.44315,-10.427348
0.46921,-10.421906
0.49528,-10.417825
0.52135,-10.412382
0.54742,-10.4083
0.57349,-10.40558
0.59955,-10.401498
0.62562,-10.400137
0.65169,-10.397415
0.67776,-10.396055
0.70382,-10.394694
0.72989,-10.393333
0.75596,-10.393333
,
,
0.0,-10.223262
0.02606,-10.223262
0.05213,-10.221901
0.0782,-10.220541
0.10427,-10.21918
0.13033,-10.216458
0.1564,-10.215098
0.18247,-10.211017
0.20854,-10.208295
0.2346,-10.204213
0.26067,-10.200132
0.28674,-10.19469
0.31281,-10.189247
0.33888,-10.183805
0.36494,-10.177002
0.39101,-10.17156
0.41708,-10.164757
0.44315,-10.157953
0.46921,-10.14979
0.49528,-10.141627
0.52135,-10.134824
0.54742,-10.12666
0.57349,-10.118497
0.59955,-10.108973
0.62562,-10.100809
0.65169,-10.092646
0.67776,-10.084482
0.70382,-10.07768
0.72989,-10.072237
0.75596,-10.069516
,
,
0.0,-10.223262
0.02606,-10.223262
0.05213,-10.221901
0.0782,-10.220541
0.10427,-10.21918
0.13033,-10.216458
0.1564,-10.215098
0.18247,-10.211017
0.20854,-10.208295
0.2346,-10.204213
0.26067,-10.200132
0.28674,-10.19469
0.31281,-10.189247
0.33888,-10.183805
0.36494,-10.177002
0.39101,-10.17156
0.41708,-10.164757
0.44315,-10.157953
0.46921,-10.14979
0.49528,-10.141627
0.52135,-10.134824
0.54742,-10.12666
0.57349,-10.118497
0.59955,-10.108973
0.62562,-10.100809
0.65169,-10.092646
0.67776,-10.084482
0.70382,-10.07768
0.72989,-10.072237
0.75596,-10.069516
,
,
0.0,-9.91305
0.02606,-9.915771
0.05213,-9.918491
0.0782,-9.921213
0.10427,-9.923934
0.13033,-9.925295
0.1564,-9.928016
0.18247,-9.929377
0.20854,-9.930737
0.2346,-9.932097
0.26067,-9.933457
0.28674,-9.934818
0.31281,-9.936179
0.33888,-9.93754
0.36494,-9.93754
0.39101,-9.9389
0.41708,-9.9389
0.44315,-9.940261
0.46921,-9.945704
0.49528,-9.953867
0.52135,-9.96203
0.54742,-9.971555
0.57349,-9.979718
0.59955,-9.987881
0.62562,-9.997405
0.65169,-10.005569
0.67776,-10.013732
0.70382,-10.020535
0.72989,-10.027338
0.75596,-10.028699
,
,
0.0,-9.91305
0.02606,-9.908967
0.05213,-9.906246
0.0782,-9.902164
0.10427,-9.898084
0.13033,-9.894001
0.1564,-9.888559
0.18247,-9.883117
0.20854,-9.884477
0.2346,-9.888559
0.26067,-9.892641
0.28674,-9.898084
0.31281,-9.904885
0.33888,-9.910328
0.36494,-9.917131
0.39101,-9.923934
0.41708,-9.930737
0.44315,-9.9389
0.46921,-9.945704
0.49528,-9.953867
0.52135,-9.96203
0.54742,-9.971555
0.57349,-9.979718
0.59955,-9.987881
0.62562,-9.997405
0.65169,-10.005569
0.67776,-10.013732
0.70382,-10.020535
0.72989,-10.027338
0.75596,-10.028699
,
,
0.0,-9.86679
0.02606,-9.86679
0.05213,-9.86679
0.0782,-9.869511
0.10427,-9.870872
0.13033,-9.873593
0.1564,-9.876313
0.18247,-9.880395
0.20854,-9.884477
0.2346,-9.888559
0.26067,-9.892641
0.28674,-9.898084
0.31281,-9.904885
0.33888,-9.910328
0.36494,-9.917131
0.39101,-9.923934
0.41708,-9.930737
0.44315,-9.9389
0.46921,-9.940261
0.49528,-9.940261
0.52135,-9.941622
0.54742,-9.941622
0.57349,-9.941622
0.59955,-9.941622
0.62562,-9.942982
0.65169,-9.942982
0.67776,-9.942982
0.70382,-9.942982
0.72989,-9.942982
0.75596,-9.942982
,
,
0.0,-9.86679
0.02606,-9.86679
0.05213,-9.86679
0.0782,-9.869511
0.10427,-9.870872
0.13033,-9.873593
0.1564,-9.876313
0.18247,-9.880395
0.20854,-9.877674
0.2346,-9.872232
0.26067,-9.865429
0.28674,-9.858626
0.31281,-9.855905
0.33888,-9.857265
0.36494,-9.858626
0.39101,-9.859986
0.41708,-9.861347
0.44315,-9.861347
0.46921,-9.861347
0.49528,-9.861347
0.52135,-9.859986
0.54742,-9.858626
0.57349,-9.857265
0.59955,-9.855905
0.62562,-9.854545
0.65169,-9.855905
0.67776,-9.857265
0.70382,-9.858626
0.72989,-9.859986
0.75596,-9.859986
,
,
0.0,-9.82053
0.02606,-9.823251
0.05213,-9.827332
0.0782,-9.830054
0.10427,-9.832775
0.13033,-9.836857
0.1564,-9.839579
0.18247,-9.84366
0.20854,-9.846381
0.2346,-9.849102
0.26067,-9.851823
0.28674,-9.854545
0.31281,-9.851823
0.33888,-9.84366
0.36494,-9.836857
0.39101,-9.828693
0.41708,-9.831414
0.44315,-9.835496
0.46921,-9.838218
0.49528,-9.842299
0.52135,-9.84502
0.54742,-9.847742
0.57349,-9.850462
0.59955,-9.853184
0.62562,-9.853184
0.65169,-9.851823
0.67776,-9.850462
0.70382,-9.847742
0.72989,-9.847742
0.75596,-9.846381
,
,
0.0,-9.82053
0.02606,-9.817809
0.05213,-9.816448
0.0782,-9.815088
0.10427,-9.813727
0.13033,-9.812366
0.1564,-9.812366
0.18247,-9.812366
0.20854,-9.812366
0.2346,-9.813727
0.26067,-9.815088
0.28674,-9.817809
0.31281,-9.82053
0.33888,-9.823251
0.36494,-9.825972
0.39101,-9.828693
0.41708,-9.82053
0.44315,-9.811006
0.46921,-9.802842
0.49528,-9.794679
0.52135,-9.785155
0.54742,-9.776991
0.57349,-9.776991
0.59955,-9.775631
0.62562,-9.781074
0.65169,-9.786515
0.67776,-9.790598
0.70382,-9.794679
0.72989,-9.796039
0.75596,-9.7974
,
,
0.0,-9.787876
0.02606,-9.787876
0.05213,-9.787876
0.0782,-9.786515
0.10427,-9.786515
0.13033,-9.786515
0.1564,-9.786515
0.18247,-9.786515
0.20854,-9.786515
0.2346,-9.785155
0.26067,-9.785155
0.28674,-9.785155
0.31281,-9.783794
0.33888,-9.783794
0.36494,-9.782434
0.39101,-9.782434
0.41708,-9.781074
0.44315,-9.781074
0.46921,-9.779713
0.49528,-9.779713
0.52135,-9.778352
0.54742,-9.776991
0.57349,-9.776991
0.59955,-9.775631
0.62562,-9.775631
0.65169,-9.77427
0.67776,-9.77427
0.70382,-9.772909
0.72989,-9.772909
0.75596,-9.772909
,
,
0.0,-9.787876
0.02606,-9.787876
0.05213,-9.787876
0.0782,-9.786515
0.10427,-9.786515
0.13033,-9.786515
0.1564,-9.786515
0.18247,-9.786515
0.20854,-9.786515
0.2346,-9.785155
0.26067,-9.785155
0.28674,-9.785155
0.31281,-9.783794
0.33888,-9.783794
0.36494,-9.782434
0.39101,-9.782434
0.41708,-9.781074
0.44315,-9.781074
0.46921,-9.779713
0.49528,-9.779713
0.52135,-9.778352
0.54742,-9.775631
0.57349,-9.768827
0.59955,-9.775631
0.62562,-9.775631
0.65169,-9.77427
0.67776,-9.77427
0.70382,-9.772909
0.72989,-9.772909
0.75596,-9.772909
,
,
0.0,-9.63549
0.02606,-9.639572
0.05213,-9.642294
0.0782,-9.646376
0.10427,-9.650457
0.13033,-9.654539
0.1564,-9.658621
0.18247,-9.664062
0.20854,-9.669505
0.2346,-9.674948
0.26067,-9.681751
0.28674,-9.688553
0.31281,-9.695356
0.33888,-9.70216
0.36494,-9.710323
0.39101,-9.717126
0.41708,-9.725289
0.44315,-9.732093
0.46921,-9.740255
0.49528,-9.747058
0.52135,-9.755222
0.54742,-9.762025
0.57349,-9.767467
0.59955,-9.759304
0.62562,-9.751141
0.65169,-9.742976
0.67776,-9.736175
0.70382,-9.732093
0.72989,-9.72801
0.75596,-9.72665
,
,
0.0,-9.63549
0.02606,-9.63277
0.05213,-9.630049
0.0782,-9.627328
0.10427,-9.624607
0.13033,-9.620524
0.1564,-9.616443
0.18247,-9.613722
0.20854,-9.60964
0.2346,-9.606918
0.26067,-9.613722
0.28674,-9.619164
0.31281,-9.627328
0.33888,-9.63413
0.36494,-9.640933
0.39101,-9.647737
0.41708,-9.6559
0.44315,-9.662703
0.46921,-9.668145
0.49528,-9.674948
0.52135,-9.681751
0.54742,-9.687193
0.57349,-9.691275
0.59955,-9.696717
0.62562,-9.700799
0.65169,-9.70352
0.67776,-9.706242
0.70382,-9.708962
0.72989,-9.710323
0.75596,-9.710323
,
,
0.0,-9.58651
0.02606,-9.58651
0.05213,-9.58651
0.0782,-9.587871
0.10427,-9.587871
0.13033,-9.589231
0.1564,-9.591952
0.18247,-9.596034
0.20854,-9.601477
0.2346,-9.606918
0.26067,-9.613722
0.28674,-9.619164
0.31281,-9.627328
0.33888,-9.63413
0.36494,-9.640933
0.39101,-9.647737
0.41708,-9.6559
0.44315,-9.662703
0.46921,-9.668145
0.49528,-9.674948
0.52135,-9.681751
0.54742,-9.687193
0.57349,-9.691275
0.59955,-9.696717
0.62562,-9.700799
0.65169,-9.70352
0.67776,-9.706242
0.70382,-9.708962
0.72989,-9.710323
0.75596,-9.710323
,
,
0.0,-9.58651
0.02606,-9.58651
0.05213,-9.58651
0.0782,-9.587871
0.10427,-9.587871
0.13033,-9.589231
0.1564,-9.591952
0.18247,-9.596034
0.20854,-9.601477
0.2346,-9.604198
0.26067,-9.600117
0.28674,-9.600117
0.31281,-9.602838
0.33888,-9.606918
0.36494,-9.60964
0.39101,-9.613722
0.41708,-9.616443
0.44315,-9.620524
0.46921,-9.623246
0.49528,-9.627328
0.52135,-9.63141
0.54742,-9.63413
0.57349,-9.638212
0.59955,-9.642294
0.62562,-9.647737
0.65169,-9.651818
0.67776,-9.6559
0.70382,-9.658621
0.72989,-9.661342
0.75596,-9.661342
,
,
0.0,-9.574265
0.02606,-9.574265
0.05213,-9.575625
0.0782,-9.576986
0.10427,-9.579707
0.13033,-9.581067
0.1564,-9.583789
