k,Energy (eV)
0.0,-10.613204
0.0261,-10.624088
0.0522,-10.636333
0.0783,-10.647218
0.1044,-10.659463
0.1305,-10.670348
0.15661,-10.679872
0.18271,-10.690757
0.20881,-10.700281
0.23491,-10.709805
0.26101,-10.719329
0.28711,-10.728853
0.31321,-10.737017
0.33932,-10.74518
0.36542,-10.751984
0.39152,-10.760146
0.41762,-10.765589
0.44372,-10.772391
0.46982,-10.777834
0.49592,-10.783277
0.52203,-10.788718
0.54813,-10.7928
0.57423,-10.796882
0.60033,-10.799603
0.62643,-10.802324
0.65253,-10.805046
0.67864,-10.806406
0.70474,-10.807767
0.73084,-10.809128
0.75694,-10.809128
,
,
0.0,-10.613204
0.0261,-10.600958
0.0522,-10.588714
0.0783,-10.576468
0.1044,-10.562862
0.1305,-10.551977
0.15661,-10.550617
0.18271,-10.547895
0.20881,-10.546535
0.23491,-10.543814
0.26101,-10.541093
0.28711,-10.537011
0.31321,-10.53429
0.33932,-10.530209
0.36542,-10.526127
0.39152,-10.520684
0.41762,-10.516603
0.44372,-10.51116
0.46982,-10.505718
0.49592,-10.500276
0.52203,-10.494833
0.54813,-10.48939
0.57423,-10.483949
0.60033,-10.477146
0.62643,-10.471704
0.65253,-10.466261
0.67864,-10.462179
0.70474,-10.458097
0.73084,-10.455377
0.75694,-10.455377
,
,
0.0,-10.554699
0.0261,-10.554699
0.0522,-10.554699
0.0783,-10.553338
0.1044,-10.553338
0.1305,-10.550617
0.15661,-10.545175
0.18271,-10.543814
0.20881,-10.539732
0.23491,-10.537011
0.26101,-10.532929
0.28711,-10.530209
0.31321,-10.526127
0.33932,-10.520684
0.36542,-10.516603
0.39152,-10.512521
0.41762,-10.507079
0.44372,-10.501637
0.46982,-10.496194
0.49592,-10.490751
0.52203,-10.485309
0.54813,-10.479867
0.57423,-10.474424
0.60033,-10.467622
0.62643,-10.46354
0.65253,-10.458097
0.67864,-10.454016
0.70474,-10.449934
0.73084,-10.448574
0.75694,-10.447213
,
,
0.0,-10.554699
0.0261,-10.553338
0.0522,-10.553338
0.0783,-10.551977
0.1044,-10.550617
0.1305,-10.547895
0.15661,-10.538372
0.18271,-10.526127
