k,Energy (eV)
0.0,-10.589258
0.02608,-10.600143
0.05216,-10.611028
0.07824,-10.621911
0.10432,-10.632796
0.1304,-10.643681
0.15648,-10.654566
0.18256,-10.664089
0.20864,-10.674974
0.23472,-10.684499
0.2608,-10.694022
0.28688,-10.702186
0.31296,-10.71171
0.33904,-10.719872
0.36512,-10.728038
0.3912,-10.73484
0.41728,-10.741643
0.44336,-10.748445
0.46944,-10.755249
0.49552,-10.760691
0.5216,-10.766134
0.54768,-10.770215
0.57376,-10.774297
0.59984,-10.778378
0.62592,-10.781099
0.652,-10.783821
0.67808,-10.785182
0.70416,-10.786543
0.73024,-10.787902
0.75632,-10.787902
,
,
0.0,-10.589258
0.02608,-10.578374
0.05216,-10.567489
0.07824,-10.556603
0.10432,-10.545719
0.1304,-10.534834
0.15648,-10.52395
0.18256,-10.517147
0.20864,-10.517147
0.23472,-10.517147
0.2608,-10.517147
0.28688,-10.517147
0.31296,-10.515786
0.33904,-10.515786
0.36512,-10.515786
0.3912,-10.514425
0.41728,-10.514425
0.44336,-10.513066
0.46944,-10.513066
0.49552,-10.511705
0.5216,-10.511705
0.54768,-10.510345
0.57376,-10.510345
0.59984,-10.508984
0.62592,-10.508984
0.652,-10.508984
0.67808,-10.508984
0.70416,-10.507623
0.73024,-10.507623
0.75632,-10.507623
,
,
0.0,-10.511705
0.02608,-10.513066
0.05216,-10.514425
0.07824,-10.515786
0.10432,-10.515786
0.1304,-10.515786
0.15648,-10.517147
0.18256,-10.514425
0.20864,-10.504901
0.23472,-10.495378
0.2608,-10.489936
0.28688,-10.487214
0.31296,-10.483133
0.33904,-10.480412
0.36512,-10.47769
0.3912,-10.473609
0.41728,-10.470887
0.44336,-10.468166
0.46944,-10.464086
0.49552,-10.461364
0.5216,-10.458642
0.54768,-10.45592
0.57376,-10.4532
0.59984,-10.451839
0.62592,-10.449118
0.652,-10.447757
0.67808,-10.446397
0.70416,-10.445037
0.73024,-10.445037
0.75632,-10.445037
,
,
0.0,-10.511705
0.02608,-10.510345
0.05216,-10.508984
0.07824,-10.507623
0.10432,-10.504901
0.1304,-10.503542
0.15648,-10.50082
0.18256,-10.498099
0.20864,-10.495378
0.23472,-10.492658
0.2608,-10.485853
0.28688,-10.476329
0.31296,-10.468166
0.33904,-10.460003
0.36512,-10.4532
0.3912,-10.445037
0.41728,-10.439594
0.44336,-10.432792
0.46944,-10.427348
0.49552,-10.421906
0.5216,-10.417825
0.54768,-10.413744
0.57376,-10.411022
0.59984,-10.40694
0.62592,-10.405581
0.652,-10.402859
0.67808,-10.401498
0.70416,-10.400137
0.73024,-10.400137
0.75632,-10.398776
,
,
0.0,-10.205574
0.02608,-10.205574
0.05216,-10.204213
0.07824,-10.204213
0.10432,-10.201492
0.1304,-10.200132
0.15648,-10.197412
0.18256,-10.193329
0.20864,-10.190609
0.23472,-10.186526
0.2608,-10.182444
0.28688,-10.177002
0.31296,-10.171559
0.33904,-10.166118
0.36512,-10.159315
0.3912,-10.153872
0.41728,-10.147069
0.44336,-10.138906
0.46944,-10.132104
0.49552,-10.123939
0.5216,-10.115776
0.54768,-10.107613
0.57376,-10.099449
0.59984,-10.091286
0.62592,-10.084482
0.652,-10.076319
0.67808,-10.069516
0.70416,-10.062714
0.73024,-10.058632
0.75632,-10.057271
,
,
0.0,-10.205574
0.02608,-10.205574
0.05216,-10.204213
0.07824,-10.204213
0.10432,-10.201492
0.1304,-10.200132
0.15648,-10.197412
0.18256,-10.193329
0.20864,-10.190609
0.23472,-10.186526
0.2608,-10.182444
0.28688,-10.177002
0.31296,-10.171559
0.33904,-10.166118
0.36512,-10.159315
0.3912,-10.153872
0.41728,-10.147069
