k,Energy (eV)
0.0,-10.570482
0.02606,-10.581366
0.05213,-10.592251
0.07819,-10.603135
0.10426,-10.61402
0.13032,-10.624905
0.15638,-10.635789
0.18245,-10.645313
0.20851,-10.654838
0.23457,-10.664361
0.26064,-10.673885
0.2867,-10.68341
0.31277,-10.691573
0.33883,-10.699737
0.36489,-10.7079
0.39096,-10.714703
0.41702,-10.722866
0.44308,-10.728309
0.46915,-10.735112
0.49521,-10.740554
0.52128,-10.745996
0.54734,-10.750078
0.5734,-10.75416
0.59947,-10.758242
0.62553,-10.760963
0.65159,-10.763684
0.67766,-10.765045
0.70372,-10.766405
0.72979,-10.767765
0.75585,-10.767765
,
,
0.0,-10.570482
0.02606,-10.559597
0.05213,-10.548713
0.07819,-10.537827
0.10426,-10.526942
0.13032,-10.517419
0.15638,-10.506535
0.18245,-10.49701
0.20851,-10.49701
0.23457,-10.49701
0.26064,-10.49701
0.2867,-10.49701
0.31277,-10.49701
0.33883,-10.49701
0.36489,-10.495649
0.39096,-10.495649
0.41702,-10.494289
0.44308,-10.494289
0.46915,-10.494289
0.49521,-10.492929
0.52128,-10.492929
0.54734,-10.491569
0.5734,-10.491569
0.59947,-10.491569
0.62553,-10.490208
0.65159,-10.490208
0.67766,-10.490208
0.70372,-10.490208
0.72979,-10.490208
0.75585,-10.490208
,
,
0.0,-10.492929
0.02606,-10.492929
0.05213,-10.494289
0.07819,-10.495649
0.10426,-10.495649
0.13032,-10.49701
0.15638,-10.49701
0.18245,-10.495649
0.20851,-10.486126
0.23457,-10.476602
0.26064,-10.471159
0.2867,-10.468438
0.31277,-10.464356
0.33883,-10.461636
0.36489,-10.458914
0.39096,-10.456193
0.41702,-10.452111
0.44308,-10.449389
0.46915,-10.446669
0.49521,-10.443947
0.52128,-10.441226
0.54734,-10.438506
0.5734,-10.435784
0.59947,-10.434423
0.62553,-10.433064
0.65159,-10.430342
0.67766,-10.430342
0.70372,-10.428982
0.72979,-10.428982
0.75585,-10.427621
,
,
0.0,-10.492929
0.02606,-10.490208
0.05213,-10.488847
0.07819,-10.487487
0.10426,-10.486126
0.13032,-10.483404
0.15638,-10.480683
0.18245,-10.479322
0.20851,-10.476602
0.23457,-10.47388
0.26064,-10.467077
0.2867,-10.458914
0.31277,-10.45075
0.33883,-10.442587
0.36489,-10.434423
0.39096,-10.427621
0.41702,-10.420817
0.44308,-10.415375
0.46915,-10.409933
0.49521,-10.404491
0.52128,-10.399049
0.54734,-10.396327
0.5734,-10.392245
0.59947,-10.389524
0.62553,-10.386804
0.65159,-10.384083
0.67766,-10.382722
0.70372,-10.381361
0.72979,-10.381361
0.75585,-10.380001
,
,
0.0,-10.199043
0.02606,-10.199043
0.05213,-10.199043
0.07819,-10.197682
0.10426,-10.194962
0.13032,-10.193602
0.15638,-10.19088
0.18245,-10.188159
0.20851,-10.184077
0.23457,-10.179995
0.26064,-10.175913
0.2867,-10.170471
0.31277,-10.16503
0.33883,-10.159587
0.36489,-10.154144
0.39096,-10.147341
0.41702,-10.140538
0.44308,-10.133736
0.46915,-10.125572
0.49521,-10.118769
0.52128,-10.110606
0.54734,-10.102442
0.5734,-10.094278
0.59947,-10.086116
0.62553,-10.077951
0.65159,-10.069788
0.67766,-10.062984
0.70372,-10.057544
0.72979,-10.052101
0.75585,-10.05074
,
,
0.0,-10.199043
0.02606,-10.199043
0.05213,-10.199043
0.07819,-10.197682
0.10426,-10.194962
0.13032,-10.193602
0.15638,-10.19088
0.18245,-10.188159
0.20851,-10.184077
0.23457,-10.179995
0.26064,-10.175913
0.2867,-10.170471
0.31277,-10.16503
0.33883,-10.159587
0.36489,-10.154144
0.39096,-10.147341
0.41702,-10.140538
0.44308,-10.133736
0.46915,-10.125572
0.49521,-10.118769
0.52128,-10.110606
0.54734,-10.102442
0.5734,-10.094278
0.59947,-10.086116
0.62553,-10.077951
0.65159,-10.069788
0.67766,-10.062984
0.70372,-10.057544
0.72979,-10.052101
0.75585,-10.05074
,
,
0.0,-9.960941
0.02606,-9.962302
0.05213,-9.962302
0.07819,-9.962302
0.10426,-9.962302
0.13032,-9.962302
0.15638,-9.962302
0.18245,-9.962302
0.20851,-9.962302
0.23457,-9.962302
0.26064,-9.962302
0.2867,-9.960941
0.31277,-9.960941
0.33883,-9.960941
0.36489,-9.959581
0.39096,-9.959581
0.41702,-9.959581
0.44308,-9.95822
0.46915,-9.95822
0.49521,-9.95822
0.52128,-9.95822
0.54734,-9.95822
0.5734,-9.962302
0.59947,-9.965023
0.62553,-9.967745
0.65159,-9.971827
0.67766,-9.978629
0.70372,-9.985432
0.72979,-9.989513
0.75585,-9.990874
,
,
0.0,-9.960941
0.02606,-9.959581
0.05213,-9.95822
0.07819,-9.95686
0.10426,-9.955499
0.13032,-9.954139
0.15638,-9.951418
0.18245,-9.948697
0.20851,-9.945975
0.23457,-9.941894
0.26064,-9.937812
0.2867,-9.93373
0.31277,-9.929648
0.33883,-9.925567
0.36489,-9.928288
0.39096,-9.93373
0.41702,-9.937812
0.44308,-9.941894
0.46915,-9.947336
0.49521,-9.951418
0.52128,-9.955499
0.54734,-9.95686
0.5734,-9.95686
0.59947,-9.95686
0.62553,-9.963663
0.65159,-9.971827
0.67766,-9.978629
0.70372,-9.985432
0.72979,-9.989513
0.75585,-9.990874
,
,
0.0,-9.891552
0.02606,-9.891552
0.05213,-9.892913
0.07819,-9.892913
0.10426,-9.894274
0.13032,-9.896995
0.15638,-9.899715
0.18245,-9.902436
0.20851,-9.905158
0.23457,-9.907879
0.26064,-9.911961
0.2867,-9.916042
0.31277,-9.920125
0.33883,-9.924206
0.36489,-9.920125
0.39096,-9.914682
0.41702,-9.90924
0.44308,-9.905158
0.46915,-9.913321
0.49521,-9.921485
0.52128,-9.929648
0.54734,-9.937812
0.5734,-9.945975
0.59947,-9.955499
0.62553,-9.963663
0.65159,-9.970466
0.67766,-9.971827
0.70372,-9.973187
