n_opt,type,iteration,Energy (mRy),Energy (eV),Energy (eV/atom)
4,initial,0,-958044.21878257,-13034.866036961239,-62.66762517769826
4,initial,1,-958044.2187652,-13034.866036724909,-62.66762517656206
4,initial,2,-958044.2187602,-13034.866036656878,-62.66762517623499
4,initial,3,-958044.21876458,-13034.866036716472,-62.6676251765215
4,initial,4,-958044.21876721,-13034.866036752255,-62.667625176693534
